ACCESSION_NUMBER	DERIV_TRANS_SK	SECURITY_TITLE	SECURITY_TITLE_FN	CONV_EXERCISE_PRICE	CONV_EXERCISE_PRICE_FN	TRANS_DATE	TRANS_DATE_FN	DEEMED_EXECUTION_DATE	DEEMED_EXECUTION_DATE_FN	TRANS_FORM_TYPE	TRANS_CODE	EQUITY_SWAP_INVOLVED	EQUITY_SWAP_TRANS_CD_FN	TRANS_TIMELINESS	TRANS_TIMELINESS_FN	TRANS_SHARES	TRANS_SHARES_FN	TRANS_TOTAL_VALUE	TRANS_TOTAL_VALUE_FN	TRANS_PRICEPERSHARE	TRANS_PRICEPERSHARE_FN	TRANS_ACQUIRED_DISP_CD	TRANS_ACQUIRED_DISP_CD_FN	EXCERCISE_DATE	EXCERCISE_DATE_FN	EXPIRATION_DATE	EXPIRATION_DATE_FN	UNDLYNG_SEC_TITLE	UNDLYNG_SEC_TITLE_FN	UNDLYNG_SEC_SHARES	UNDLYNG_SEC_SHARES_FN	UNDLYNG_SEC_VALUE	UNDLYNG_SEC_VALUE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001001250-24-000138	2540045	Restricted Stock Units (Share Payout)	F1		F2	27-AUG-2024				4	A	0				8868.0					F2	A		03-NOV-2025	F3	01-NOV-2027		Class A Common  Stock		8868.0				8868.0				D			
0001001250-24-000138	2540046	Stock Option (Right to Buy)		92.87		27-AUG-2024				4	A	0				13752.0	F4				F2	A		03-NOV-2025	F4	27-AUG-2034		Class A Common  Stock		13752.0				13752.0				D			
0001001250-24-000137	2540079	Stock Option (Right to Buy)		92.87		27-AUG-2024				4	A	0				75125.0	F4				F2	A		03-NOV-2025	F4	27-AUG-2034		Class A Common  Stock		75125.0				75125.0				D			
0001001250-24-000137	2540078	Restricted Stock Units (Share Payout)	F1		F2	27-AUG-2024				4	A	0				48455.0					F2	A		03-NOV-2025	F3	01-NOV-2027		Class A Common  Stock		48455.0				48455.0				D			
0001001250-24-000136	2540070	Stock Option (Right to Buy)		92.87		27-AUG-2024				4	A	0				16484.0	F4				F2	A		03-NOV-2025	F4	27-AUG-2034		Class A Common  Stock		16484.0				16484.0				D			
0001001250-24-000136	2540069	Restricted Stock Units (Share Payout)	F1		F2	27-AUG-2024				4	A	0				10634.0					F2	A		03-NOV-2025	F3	01-NOV-2027		Class A Common  Stock		10634.0				10634.0				D			
0001001250-24-000135	2540061	Stock Option (Right to Buy)		92.87		27-AUG-2024				4	A	0				34966.0	F4				F2	A		03-NOV-2025	F4	27-AUG-2034		Class A Common  Stock		34966.0				34966.0				D			
0001001250-24-000135	2540060	Restricted Stock Units (Share Payout)	F1		F2	27-AUG-2024				4	A	0				22554.0					F2	A		03-NOV-2025	F3	01-NOV-2027		Class A Common  Stock		22554.0				22554.0				D			
0001001250-24-000134	2540048	Stock Option (Right to Buy)		92.87		27-AUG-2024				4	A	0				9984.0	F4				F2	A		03-NOV-2025	F4	27-AUG-2034		Class A Common  Stock		9984.0				9984.0				D			
0001001250-24-000134	2540047	Restricted Stock Units (Share Payout)	F1		F2	27-AUG-2024				4	A	0				6439.0					F2	A		03-NOV-2025	F3	01-NOV-2027		Class A Common  Stock		6439.0				6439.0				D			
0001127602-24-023118	2540058	Employee Stock Option (Right to Buy)		44.48		27-AUG-2024				4	M	0				18484.0				0.0		D			F3	15-FEB-2028		Common Stock, $.25 Par Value		18484.0				0.0				D			
0001501570-24-000182	2540076	Employee Stock Option (right to buy)		14.17		26-AUG-2024				4	M	0				3114.0				14.17		D			F1	01-JAN-2025		Common Stock		3114.0				0.0				D			
0001127602-24-023114	2540062	Employee Stock Options (Right to Buy)		99.96		28-AUG-2024				4	M	0				1300.0				0.0		D			F3	01-FEB-2026		Common Stock		1300.0				26531.0				D			
0001806637-24-000026	2540044	Non-Qualified Stock Option (right to buy)		3.54		28-AUG-2024				4	A	0				10300.0				3.54		A		15-MAY-2024	F2	28-AUG-2031		Common Stock		10300.0				10300.0				D			
0000950170-24-101607	2539951	Restricted Share Units			F2	26-AUG-2024				4	M	false				150000.0				0.0	F2	D			F2		F2	Common Shares		150000.0				0.0				D			
0001437749-24-027997	2540040	Stock Option		12.75		28-AUG-2024				4	M	0				5569.0				0.0		D		04-MAR-2016		04-MAR-2025		Common Stock		5569.0				6931.0				D			
0000950170-24-101596	2539908	PUT Option (Obligation to Buy)		30.0		27-AUG-2024				4	X	false				3430.0				0.0		D		10-APR-2023		17-JAN-2025		Common Stock		3430.0				10400.0				I		By Infinity Trusts Investment LLC	
0000950170-24-101596	2539909	PUT Option (Obligation to Buy)		25.0		27-AUG-2024				4	X	false				80.0				0.0		D		17-JUL-2023		17-JAN-2025		Common Stock		80.0				9750.0				I		By Infinity Trusts Investment LLC	
0000950170-24-101596	2539910	PUT Option (Obligation to Buy)		15.0		27-AUG-2024				4	X	false				1530.0				0.0		D		25-MAY-2023		17-JAN-2025		Common Stock		1530.0				32070.0				I		By Infinity Trusts Investment LLC	
0000950170-24-101596	2539915	PUT Option (Obligation to Buy)		15.0		27-AUG-2024				4	X	false				2740.0				0.0		D		24-APR-2024		16-JAN-2026		Common Stock		2740.0				33060.0				I		By Elstead 2020 GRAT	
0000950170-24-101596	2539912	PUT Option (Obligation to Buy)		30.0		27-AUG-2024				4	X	false				2880.0				0.0		D		03-APR-2023		17-JAN-2025		Common Stock		2880.0				0.0				I		By Crescent River LLC	
0000950170-24-101596	2539913	PUT Option (Obligation to Buy)		25.0		27-AUG-2024				4	X	false				1690.0				0.0		D		18-JUL-2023		17-JAN-2025		Common Stock		1690.0				1180.0				I		By Crescent River LLC	
0000950170-24-101596	2539914	PUT Option (Obligation to Buy)		20.0		27-AUG-2024				4	X	false				14080.0				0.0		D		06-JUN-2023		17-JAN-2025		Common Stock		14080.0				190480.0				I		By Crescent River LLC	
0000950170-24-101596	2539907	PUT Option (Obligation to Buy)		30.0		27-AUG-2024				4	X	false				2370.0				0.0		D		02-MAR-2023		17-JAN-2025		Common Stock		2370.0				0.0				I		By Corcaigh LLC	
0000950170-24-101596	2539911	PUT Option (Obligation to Buy)		15.0		27-AUG-2024				4	X	false				740.0				0.0		D		12-APR-2024		16-JAN-2026		Common Stock		740.0				34000.0				I		By Crescent River LLC	
0001187330-24-000003	2539924	Stock Credits			F1	27-AUG-2024				4	A	0				413.42				25.7		A			F2		F2	Common Stock		413.42				121141.34	F3			D			
0001585521-24-000187	2539962	Restricted Stock Units			F1	23-AUG-2024				4	A	0				3738.0				0.0		A			F2		F2	Class A Common Stock		3738.0				3738.0				D			
0001477932-24-005357	2540012	Deferred Cash Convertible Promissory Note			F3	17-JUN-2024				4	P	0						3000000.0	F4	3000000.0		A		17-JUN-2024		17-DEC-2025	F5	Common Stock				1500000.0	F6			3000000.0		D			
0001596532-24-000318	2540038	Non-Qualified Stock Option (right to buy)		17.09		26-AUG-2024				4	M	0	F14			20000.0				0.0		D			F15	15-DEC-2024		Common Stock		20000.0				60000.0				D			
0000950170-24-101540	2539959	Stock Option Grant		14.0		27-AUG-2024				4	M	false	F2			6587.0				0.0		D			F21	23-DEC-2032		Common Stock		16640.0				10053.0				D			
0000950170-24-101540	2539957	Stock Option Grant		6.69		27-AUG-2024				4	M	false	F2			38950.0				0.0		D			F6	03-DEC-2029		Common Stock		38950.0				0.0				D			
0000950170-24-101540	2539958	Stock Option Grant		9.46		26-AUG-2024				4	M	false	F2			22950.0				0.0		D			F11	01-DEC-2030		Common Stock		29325.0				6375.0				D			
0001127602-24-023094	2539904	Nonstatutory Stock Option (Right to Buy)		17.52		26-AUG-2024				4	M	0				23829.0				0.0		D		03-MAR-2016		02-MAR-2025		Common Stock		23829.0				0.0				D			
0001415889-24-022509	2540042	Director Stock Option (Right to Buy)		4.16		27-AUG-2024				4	A	0				10000.0				0.0		A			F1	26-AUG-2034		Common Stock		10000.0				10000.0				D			
0000950170-24-101535	2539880	Stock Option (Right to Buy)		49.0		26-AUG-2024				4	A	false				9041.0				0.0		A			F1	25-AUG-2034		Common Stock		9041.0				9041.0				D			
0001415889-24-022508	2539871	Director Stock Option (Right to Buy)		4.16		27-AUG-2024				4	A	0				10000.0				0.0		A			F1	26-AUG-2034		Common Stock		10000.0				10000.0				D			
0001415889-24-022507	2539975	Director Stock Option (Right to Buy)		4.16		27-AUG-2024				4	A	0				10000.0				0.0		A			F1	26-AUG-2034		Common Stock		10000.0				10000.0				D			
0001415889-24-022506	2539922	Director Stock Option (Right to Buy)		4.16		27-AUG-2024				4	A	0				10000.0				0.0		A			F1	26-AUG-2034		Common Stock		10000.0				10000.0				D			
0001415889-24-022505	2540032	Director Stock Option (Right to Buy)		4.16		27-AUG-2024				4	A	0				10000.0				0.0		A			F1	26-AUG-2034		Common Stock		10000.0				10000.0				D			
0001415889-24-022504	2539850	Employee Stock Option (Right to Buy)		4.16		27-AUG-2024				4	A	0				62500.0				0.0		A			F1	26-AUG-2034		Common Stock		62500.0				62500.0				D			
0001415889-24-022503	2539948	Employee Stock Option (Right to Buy)		4.16		27-AUG-2024				4	A	0				62500.0				0.0		A			F1	26-AUG-2034		Common Stock		62500.0				62500.0				D			
0001415889-24-022502	2540031	Employee Stock Option (Right to Buy)		4.16		27-AUG-2024				4	A	0				77500.0				0.0		A			F1	26-AUG-2034		Common Stock		77500.0				77500.0				D			
0001382821-24-000166	2539998	Stock Option (right to buy)		6.39		27-AUG-2024				4	M	0				5807.0				0.0		D			F1	14-OCT-2024		Common Stock		5807.0				0.0				D			
0001415889-24-022501	2539897	Employee Stock Option (Right to Buy)		4.16		27-AUG-2024				4	A	0				82500.0				0.0		A			F1	26-AUG-2034		Common Stock		82500.0				82500.0				D			
0001415889-24-022500	2539876	Employee Stock Option (Right to Buy)		4.16		27-AUG-2024				4	A	0				115000.0				0.0		A			F1	26-AUG-2034		Common Stock		115000.0				115000.0				D			
0000939767-24-000131	2539966	Option (right to buy)		24.41		26-AUG-2024				4	M	0				20000.0				0.0		D		03-OCT-2018	F5	02-OCT-2024		Common Stock		20000.0				0.0				D			
0001140361-24-039005	2539994	Restricted Stock Units			F1, F10	26-AUG-2024				4	A	0				223.15	F13			0.0		A			F10		F10	Common Stock		223.15				11511.8				D			
0001140361-24-039005	2539995	Restricted Stock Units			F11, F1	26-AUG-2024				4	A	0				308.96	F13			0.0		A			F11		F11	Common Stock		308.96				15938.89				D			
0001140361-24-039005	2539996	Restricted Stock Units			F12, F1	26-AUG-2024				4	A	0				182.69	F13			0.0		A			F12		F12	Common Stock		182.69				9424.69				D			
0001140361-24-039005	2539988	Restricted Stock Units			F1, F4	26-AUG-2024				4	A	0				473.69	F13			0.0		A			F4		F4	Common Stock		473.69				24436.79				D			
0001140361-24-039005	2539993	Restricted Stock Units			F1, F9	26-AUG-2024				4	A	0				293.83	F13			0.0		A			F9		F9	Common Stock		293.83				15158.04				D			
0001140361-24-039005	2539992	Restricted Stock Units			F1, F8	26-AUG-2024				4	A	0				369.25	F13			0.0		A			F8		F8	Common Stock		369.25				19048.91				D			
0001140361-24-039005	2539990	Restricted Stock Units			F1, F6	26-AUG-2024				4	A	0				135.18	F13			0.0		A			F6		F6	Common Stock		135.18				6973.53				D			
0001140361-24-039005	2539989	Restricted Stock Units			F1, F5	26-AUG-2024				4	A	0				238.72	F13			0.0		A			F5		F5	Common Stock		238.72				12315.16				D			
0001140361-24-039005	2539986	Restricted Stock Units			F2, F1	26-AUG-2024				4	A	0				11.48	F13			0.0		A			F2		F2	Common Stock		11.48				592.39				D			
0001140361-24-039005	2539987	Restricted Stock Units			F3, F1	26-AUG-2024				4	A	0				33.08	F13			0.0		A			F3		F3	Common Stock		33.08				1706.72				D			
0001140361-24-039005	2539991	Restricted Stock Units			F7, F1	26-AUG-2024				4	A	0				280.25	F13			0.0		A			F7		F7	Common Stock		280.25				14457.37				D			
0001140361-24-039004	2539872	Restricted Stock Units			F2, F1	26-AUG-2024				4	A	0				114.18	F3			0.0		A			F2		F2	Common Stock		114.18				5890.18				D			
0001140361-24-039003	2540024	Restricted Stock Units			F1, F5	26-AUG-2024				4	A	0				135.18	F12			0.0		A			F5		F5	Common Stock		135.18				6973.53				D			
0001140361-24-039003	2540030	Restricted Stock Units			F11, F1	26-AUG-2024				4	A	0				114.18	F12			0.0		A			F11		F11	Common Stock		114.18				5890.18				D			
0001140361-24-039003	2540029	Restricted Stock Units			F1, F10	26-AUG-2024				4	A	0				154.47	F12			0.0		A			F10		F10	Common Stock		154.47				7968.9				D			
0001140361-24-039003	2540028	Restricted Stock Units			F1, F9	26-AUG-2024				4	A	0				111.56	F12			0.0		A			F9		F9	Common Stock		111.56				5755.27				D			
0001140361-24-039003	2540027	Restricted Stock Units			F1, F8	26-AUG-2024				4	A	0				142.7	F12			0.0		A			F8		F8	Common Stock		142.7				7361.48				D			
0001140361-24-039003	2540026	Restricted Stock Units			F7, F1	26-AUG-2024				4	A	0				369.25	F12			0.0		A			F7		F7	Common Stock		369.25				19048.91				D			
0001140361-24-039003	2540025	Restricted Stock Units			F1, F6	26-AUG-2024				4	A	0				280.25	F12			0.0		A			F6		F6	Common Stock		280.25				14457.37				D			
0001140361-24-039003	2540023	Restricted Stock Units			F1, F4	26-AUG-2024				4	A	0				238.72	F12			0.0		A			F4		F4	Common Stock		238.72				12315.16				D			
0001140361-24-039003	2540022	Restricted Stock Units			F3, F1	26-AUG-2024				4	A	0				473.69	F12			0.0		A			F3		F3	Common Stock		473.69				24436.79				D			
0001140361-24-039003	2540021	Restricted Stock Units			F2, F1	26-AUG-2024				4	A	0				33.08	F12			0.0		A			F2		F2	Common Stock		33.08				1706.72				D			
0001140361-24-039002	2539868	Restricted Stock Units			F1, F9	26-AUG-2024				4	A	0				114.18	F10			0.0		A			F9		F9	Common Stock		114.18				5890.18				D			
0001140361-24-039002	2539865	Restricted Stock Units			F1, F6	26-AUG-2024				4	A	0				142.7	F10			0.0		A			F6		F6	Common Stock		142.7				7361.48				D			
0001140361-24-039002	2539863	Restricted Stock Units			F1, F4	26-AUG-2024				4	A	0				280.25	F10			0.0		A			F4		F4	Common Stock		280.25				14457.37				D			
0001140361-24-039002	2539862	Restricted Stock Units			F3, F1	26-AUG-2024				4	A	0				135.18	F10			0.0		A			F3		F3	Common Stock		135.18				6973.53				D			
0001140361-24-039002	2539861	Restricted Stock Units			F2, F1	26-AUG-2024				4	A	0				238.72	F10			0.0		A			F2		F2	Common Stock		238.72				12315.16				D			
0001140361-24-039002	2539864	Restricted Stock Units			F1, F5	26-AUG-2024				4	A	0				369.25	F10			0.0		A			F5		F5	Common Stock		369.25				19048.91				D			
0001140361-24-039002	2539866	Restricted Stock Units			F7, F1	26-AUG-2024				4	A	0				111.56	F10			0.0		A			F7		F7	Common Stock		111.56				5755.27				D			
0001140361-24-039002	2539867	Restricted Stock Units			F1, F8	26-AUG-2024				4	A	0				154.47	F10			0.0		A			F8		F8	Common Stock		154.47				7968.9				D			
0001140361-24-039001	2539892	Restricted Stock Units			F1, F6	26-AUG-2024				4	A	0				114.18	F7			0.0		A			F6		F6	Common Stock		114.18				5890.18				D			
0001140361-24-039001	2539891	Restricted Stock Units			F1, F5	26-AUG-2024				4	A	0				154.47	F7			0.0		A			F5		F5	Common Stock		154.47				7968.9				D			
0001140361-24-039001	2539890	Restricted Stock Units			F1, F4	26-AUG-2024				4	A	0				111.56	F7			0.0		A			F4		F4	Common Stock		111.56				5755.27				D			
0001140361-24-039001	2539889	Restricted Stock Units			F3, F1	26-AUG-2024				4	A	0				142.7	F7			0.0		A			F3		F3	Common Stock		142.7				7361.48				D			
0001140361-24-039000	2539855	Restricted Stock Units			F1, F5	26-AUG-2024				4	A	0				114.18	F6			0.0		A			F5		F5	Common Stock		114.18				5890.18				D			
0001140361-24-039000	2539854	Restricted Stock Units			F1, F4	26-AUG-2024				4	A	0				154.47	F6			0.0		A			F4		F4	Common Stock		154.47				7968.9				D			
0001140361-24-039000	2539853	Restricted Stock Units			F3, F1	26-AUG-2024				4	A	0				111.56	F6			0.0		A			F3		F3	Common Stock		111.56				5755.27				D			
0001140361-24-039000	2539852	Restricted Stock Units			F2, F1	26-AUG-2024				4	A	0				142.7	F6			0.0		A			F2		F2	Common Stock		142.7				7361.48				D			
0001468174-24-000092	2539918	Stock Appreciation Rights		52.65		27-AUG-2024				4	M	0				22530.0				0.0		D			F13	22-MAR-2027		Class A Common Stock		22530.0				99794.0				D			
0001468174-24-000092	2539917	Stock Appreciation Rights		47.36		27-AUG-2024				4	M	0				43654.0				0.0		D			F12	23-MAR-2026		Class A Common Stock		43654.0				0.0				D			
0001468174-24-000092	2539916	Stock Appreciation Rights		47.36		26-AUG-2024				4	M	0				59509.0				0.0		D			F12	23-MAR-2026		Class A Common Stock		59509.0				43654.0				D			
0001468174-24-000092	2539919	Stock Appreciation Rights		52.65		28-AUG-2024				4	M	0				88527.0				0.0		D			F13	22-MAR-2027		Class A Common Stock		88527.0				11267.0				D			
0000849146-24-000086	2540043	Performance Restricted Stock Units	F2		F3	26-AUG-2024				5	A	0		E		18886.0				0.0		A			F3		F3	Common Stock		18886.0				18886.0				D			
0000849146-24-000085	2539893	Performance Restricted Stock Units	F2		F3	26-AUG-2024				5	A	0		E		26150.0				0.0		A			F3		F3	Common Stock		26150.0				26150.0				D			
0000849146-24-000084	2539947	Performance Restricted Stock Units	F2		F3	26-AUG-2024				5	A	0		E		18886.0				0.0		A			F3		F3	Common Stock		18886.0				18886.0				D			
0000849146-24-000083	2539859	Performance Restricted Stock Units	F2		F3	26-AUG-2024				5	A	0		E		108959.0				0.0		A			F3		F3	Common Stock		108959.0				108959.0				D			
0000849146-24-000082	2539894	Performance Restricted Stock Units	F2		F3	26-AUG-2024				5	A	0		E		27966.0				0.0		A			F3		F3	Common Stock		27966.0				27966.0				D			
0001127602-24-023092	2539939	Restricted Stock Unit (RSU)		0.0	F1	25-AUG-2024				4	M	0				8252.0				0.0		D			F4		F5	Common Stock		8252.0				16506.0				D			
0001127602-24-023092	2539940	Restricted Stock Unit (RSU)		0.0	F1	25-AUG-2024				4	M	0				14944.0				0.0		D			F6		F5	Common Stock		14944.0				89666.0				D			
0001127602-24-023092	2539941	Restricted Stock Unit (RSU)		0.0	F1	25-AUG-2024				4	M	0				13151.0				0.0		D			F7		F5	Common Stock		13151.0				131508.0				D			
0001127602-24-023091	2540035	Restricted Stock Unit (RSU)		0.0	F1	25-AUG-2024				4	M	0				2889.0				0.0		D			F5		F4	Common Stock		2889.0				17336.0				D			
0001127602-24-023091	2540034	Restricted Stock Unit (RSU)		0.0	F1	25-AUG-2024				4	M	0				2128.0				0.0		D			F3		F4	Common Stock		2128.0				4255.0				D			
0001127602-24-023091	2540036	Restricted Stock Unit (RSU)		0.0	F1	25-AUG-2024				4	M	0				5728.0				0.0		D			F6		F4	Common Stock		5728.0				57280.0				D			
0001575515-24-000144	2539906	Stock Option (right to buy)		23.8		27-AUG-2024				4	M	0				4047.0				0.0		D			F2	07-SEP-2028		Common Stock, par value $0.001 per share		4047.0				2023.0				D			
0001127602-24-023090	2539877	Restricted Stock Unit (RSU)		0.0	F1	25-AUG-2024				4	M	0				3117.0				0.0		D			F3		F4	Common Stock		3117.0				6236.0				D			
0001127602-24-023090	2539878	Restricted Stock Unit (RSU)		0.0	F1	25-AUG-2024				4	M	0				5646.0				0.0		D			F5		F4	Common Stock		5646.0				33874.0				D			
0001127602-24-023090	2539879	Restricted Stock Unit (RSU)		0.0	F1	25-AUG-2024				4	M	0				3117.0				0.0		D			F6		F4	Common Stock		3117.0				31173.0				D			
0001127602-24-023089	2539895	Non-qualified Stock Option (Right to Buy)		118.04		27-AUG-2024				4	M	0	F1			4200.0				0.0		D		22-MAR-2019	F8	22-MAR-2025		Common Stock		4200.0				41770.0				D			
0001127602-24-023087	2540016	Restricted Stock Unit (RSU)		0.0	F1	25-AUG-2024				4	M	0				10848.0				0.0		D			F6		F5	Common Stock		10848.0				65091.0				D			
0001127602-24-023087	2540015	Restricted Stock Unit (RSU)		0.0	F1	25-AUG-2024				4	M	0				20004.0				0.0		D			F4		F5	Common Stock		20004.0				80019.0				D			
0001127602-24-023087	2540017	Restricted Stock Unit (RSU)		0.0	F1	25-AUG-2024				4	M	0				12274.0				0.0		D			F7		F5	Common Stock		12274.0				122741.0				D			
0001127602-24-023086	2539973	Restricted Stock Unit (RSU)		0.0	F1	25-AUG-2024				4	M	0				7749.0				0.0		D			F5		F4	Common Stock		7749.0				46494.0				D			
0001127602-24-023086	2539974	Restricted Stock Unit (RSU)		0.0	F1	25-AUG-2024				4	M	0				8865.0				0.0		D			F6		F4	Common Stock		8865.0				88646.0				D			
0001127602-24-023086	2539972	Restricted Stock Unit (RSU)		0.0	F1	25-AUG-2024				4	M	0				4279.0				0.0		D			F3		F4	Common Stock		4279.0				8559.0				D			
0001593968-24-001099	2540004	Option (right to buy)		20.83		28-AUG-2024				4	M	false				2870.0				20.83		D		19-APR-2017		19-APR-2028		Common Stock		2870.0				7130.0				D			
0000950170-24-101506	2539873	Stock Option (right to buy)		17.57		26-AUG-2024				4	M	false				22713.0				0.0		D			F6	02-JAN-2025		Common Stock		22713.0				73212.0				D			
0000950170-24-101506	2539874	Stock Option (right to buy)		17.57		27-AUG-2024				4	M	false				40513.0				0.0		D			F6	02-JAN-2025		Common Stock		40513.0				32699.0				D			
0000950170-24-101506	2539875	Stock Option (right to buy)		17.57		28-AUG-2024				4	M	false				32699.0				0.0		D			F6	02-JAN-2025		Common Stock		32699.0				0.0				D			
0000740260-24-000208	2540006	Stock Option (Right to Buy)		53.79		27-AUG-2024				4	M	0				38434.0	F1			0.0		D		27-JAN-2016	F4	27-JAN-2026		Common Stock		38434.0				1463735.0	F5			D			
0000740260-24-000208	2540005	Stock Option (Right to Buy)		53.79		26-AUG-2024				4	M	0				2854.0	F1			0.0		D		27-JAN-2016	F4	27-JAN-2026		Common Stock		2854.0				1502169.0	F5			D			
0001679788-24-000164	2539977	Employee Stock Option (right to buy)		26.26		26-AUG-2024				4	M	0	F1			10000.0				0.0		D			F9	20-SEP-2030		Class A Common Stock		10000.0				271722.0				D			
0001140361-24-038978	2539963	Stock Options (Class A Non-Voting Common Stock)		1.47		06-JUN-2024				4	A	0				45096.0				0.0		A			F1	05-JUN-2034		Class A Non-Voting Common Stock		45096.0				45096.0				D			
0000057131-24-000085	2539976	Employee Stock Options (right to buy)		24.41		26-AUG-2024				4	M	0				2914.0				0.0		D		28-JUN-2023		28-JUN-2032		Common Shares		2914.0				2917.0				D			
0000866273-24-000066	2539952	RESTRICTED STOCK UNITS			F4	27-AUG-2024				4	A	0				6801.0	F5			0.0		A		27-AUG-2025		27-AUG-2028		COMMON STOCK	F1	6801.0				6801.0				D			
