ACCESSION_NUMBER	DERIV_TRANS_SK	SECURITY_TITLE	SECURITY_TITLE_FN	CONV_EXERCISE_PRICE	CONV_EXERCISE_PRICE_FN	TRANS_DATE	TRANS_DATE_FN	DEEMED_EXECUTION_DATE	DEEMED_EXECUTION_DATE_FN	TRANS_FORM_TYPE	TRANS_CODE	EQUITY_SWAP_INVOLVED	EQUITY_SWAP_TRANS_CD_FN	TRANS_TIMELINESS	TRANS_TIMELINESS_FN	TRANS_SHARES	TRANS_SHARES_FN	TRANS_TOTAL_VALUE	TRANS_TOTAL_VALUE_FN	TRANS_PRICEPERSHARE	TRANS_PRICEPERSHARE_FN	TRANS_ACQUIRED_DISP_CD	TRANS_ACQUIRED_DISP_CD_FN	EXCERCISE_DATE	EXCERCISE_DATE_FN	EXPIRATION_DATE	EXPIRATION_DATE_FN	UNDLYNG_SEC_TITLE	UNDLYNG_SEC_TITLE_FN	UNDLYNG_SEC_SHARES	UNDLYNG_SEC_SHARES_FN	UNDLYNG_SEC_VALUE	UNDLYNG_SEC_VALUE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001035267-24-000228	2540177	Non-Qualified Stock Option (right to buy)		290.33		28-AUG-2024				4	M	0	F1			188.0				0.0		D			F3	28-FEB-2029		Common Stock		188.0				3384.0				D			
0001035267-24-000228	2540176	Non-Qualified Stock Option (right to buy)		208.9		29-AUG-2024				4	M	0	F1			188.0				0.0		D			F2	28-AUG-2029		Common Stock		188.0				3384.0				D			
0001235802-24-000073	2540084	Stock Option (right to buy)		10.05		26-AUG-2024				4	M	0				10488.0				0.0		D			F2	31-AUG-2024		Common Stock		10488.0				0.0				D			
0001127602-24-023181	2540090	NQ Stock Option (Right to Buy)		52.93		27-AUG-2024				4	M	0				1750.0				0.0		D			F2	29-JAN-2026		Common Stock		1750.0				0.0				D			
0001127602-24-023181	2540091	NQ Stock Option (Right to Buy)		79.26		27-AUG-2024				4	M	0				2500.0				0.0		D			F3	26-JAN-2027		Common Stock		2500.0				16835.0				D			
0001415889-24-022582	2540224	Restricted Stock Unit			F1	28-AUG-2024				4	M	0				557.0				0.0		D			F4		F4	Common Stock		557.0				2229.0				D			
0001415889-24-022582	2540227	Performance Stock Units			F2	28-AUG-2024				4	M	0				789.0				0.0		D			F7		F7	Common Stock		789.0				3157.0				D			
0001415889-24-022582	2540225	Restricted Stock Unit			F1	28-AUG-2024				4	M	0				1787.0				0.0		D			F5		F5	Common Stock		1787.0				14290.0				D			
0001415889-24-022582	2540226	Restricted Stock Unit			F1	28-AUG-2024				4	M	0				737.0				0.0		D			F6		F6	Common Stock		737.0				8841.0				D			
0001415889-24-022580	2540215	Restricted Stock Unit			F1	28-AUG-2024				4	M	0				1208.0				0.0		D			F3		F3	Common Stock		1208.0				7248.0				D			
0001415889-24-022580	2540217	Restricted Stock Unit			F1	28-AUG-2024				4	M	0				578.0				0.0		D			F5		F5	Common Stock		578.0				2312.0				D			
0001415889-24-022580	2540218	Restricted Stock Unit			F1	28-AUG-2024				4	M	0				262.0				0.0		D			F6		F6	Common Stock		262.0				3135.0				D			
0001415889-24-022580	2540216	Restricted Stock Unit			F1	28-AUG-2024				4	M	0				454.0				0.0		D			F4		F4	Common Stock		454.0				3631.0				D			
0001415889-24-022578	2540170	Performance Stock Units			F2	28-AUG-2024				4	M	0				2367.0				0.0		D			F14		F14	Common Stock		2367.0				9469.0				D			
0001415889-24-022578	2540169	Restricted Stock Unit			F1	28-AUG-2024				4	M	0				3658.0				0.0		D			F13		F13	Common Stock		3658.0				43893.0				D			
0001415889-24-022578	2540168	Restricted Stock Unit			F1	28-AUG-2024				4	M	0				5359.0				0.0		D			F12		F12	Common Stock		5359.0				42871.0				D			
0001415889-24-022578	2540167	Restricted Stock Unit			F1	28-AUG-2024				4	M	0				2785.0				0.0		D			F11		F11	Common Stock		2785.0				11141.0				D			
0001593968-24-001100	2540163	Option (right to buy)		20.83		29-AUG-2024				4	M	false				130.0				0.0		D		19-APR-2017		19-APR-2028		Common Stock		130.0				7000.0				D			
0001415889-24-022576	2540107	Restricted Stock Unit			F1	28-AUG-2024				4	M	0				4287.0				0.0		D			F7		F7	Common Stock		4287.0				34297.0				D			
0001415889-24-022576	2540105	Restricted Stock Unit			F1	28-AUG-2024				4	M	0				1114.0				0.0		D			F5		F5	Common Stock		1114.0				4457.0				D			
0001415889-24-022576	2540108	Restricted Stock Unit			F1	28-AUG-2024				4	M	0				2612.0				0.0		D			F8		F8	Common Stock		2612.0				31353.0				D			
0001415889-24-022576	2540106	Restricted Stock Unit			F1	28-AUG-2024				4	M	0				2188.0				0.0		D			F6		F6	Common Stock		2188.0				10937.0				D			
0001415889-24-022576	2540109	Performance Stock Units			F2	28-AUG-2024				4	M	0				1894.0				0.0		D			F9		F9	Common Stock		1894.0				7576.0				D			
0001514416-24-000150	2540155	Restricted Stock Units			F1	28-AUG-2024				4	M	0				3927.0				0.0		D			F2		F2	Class A Common Stock		3927.0				3927.0				D			
0001514416-24-000149	2540133	Restricted Stock Units			F1	28-AUG-2024				4	M	0				3927.0				0.0		D			F2		F2	Class A Common Stock		3927.0				3927.0				D			
0001514416-24-000148	2540232	Restricted Stock Units			F1	28-AUG-2024				4	M	0				3927.0				0.0		D			F2		F2	Class A Common Stock		3927.0				3927.0				D			
0001127602-24-023179	2540112	Stock Option (Right to Buy)		48.85		28-AUG-2024				4	M	0				1321.0				0.0		D			F4	16-MAY-2027		Common Stock		1321.0				122390.0				D			
0001127602-24-023179	2540113	Stock Option (Right to Buy)		48.85		29-AUG-2024				4	M	0				8003.0				0.0		D			F4	16-MAY-2027		Common Stock		8003.0				114387.0				D			
0001514416-24-000147	2540161	Restricted Stock Units			F4	28-AUG-2024				4	M	0				3927.0				0.0		D			F5		F5	Class A Common Stock		3927.0				3927.0				D			
0000950170-24-101959	2540234	Class A Units			F1	28-AUG-2024				4	C	false				125000.0				0.0		D			F1		F1	Class A Common Stock		100000.0				51541413.0				D			
0000950170-24-101959	2540233	Class A Units			F1	27-AUG-2024				4	C	false				125000.0				0.0		D			F1		F1	Class A Common Stock		100000.0				51666413.0				D			
0001628280-24-038869	2540178	Employee Stock Options (right to buy)	F2, F1	1.75		27-AUG-2024				4	A	0				625000.0				1.75		A		03-SEP-2024	F3	03-JUN-2034	F4	Common Stock		625000.0				625000.0				D			
0001628280-24-038868	2540110	Employee Stock Options (right to buy)	F2, F1	2.14		27-AUG-2024				4	A	0				250000.0				2.14		A		24-MAY-2025	F3	24-MAY-2034	F4	Common Stock		250000.0				250000.0				D			
0001628280-24-038867	2540237	Employee Stock Options (right to buy)	F2, F3	2.14		27-AUG-2024				4	A	0				250000.0				2.14		A		24-MAY-2025	F4	24-MAY-2034	F5	Common Stock		250000.0				250000.0				D			
0001628280-24-038866	2540228	Employee Stock Options (right to buy)	F2, F3	2.14		27-AUG-2024				4	A	0				500000.0				2.14		A		24-MAY-2025	F4	24-MAY-2034	F5	Common Stock		500000.0				500000.0				D			
0001261333-24-000114	2540247	Restricted Stock Units			F1	29-AUG-2024				4	M	0				1068.0				0.0		D			F2		F3	Common Stock		1068.0				3205.0				D			
0001261333-24-000113	2540206	Restricted Stock Units			F1	29-AUG-2024				4	M	0				1068.0				0.0		D			F2		F3	Common Stock		1068.0				3205.0				D			
0001261333-24-000112	2540094	Restricted Stock Units			F1	29-AUG-2024				4	M	0				1068.0				0.0		D			F2		F3	Common Stock		1068.0				3205.0				D			
0001261333-24-000111	2540240	Restricted Stock Units			F1	29-AUG-2024				4	M	0				1068.0				0.0		D			F2		F3	Common Stock		1068.0				3205.0				D			
0001261333-24-000110	2540242	Restricted Stock Units			F1	29-AUG-2024				4	M	0				1068.0				0.0		D			F2		F3	Common Stock		1068.0				3205.0				D			
0001261333-24-000109	2540195	Restricted Stock Units			F1	29-AUG-2024				4	M	0				1068.0				0.0		D			F2		F3	Common Stock		1068.0				3205.0				D			
0001261333-24-000108	2540203	Restricted Stock Units			F1	29-AUG-2024				4	M	0				1068.0				0.0		D			F2		F3	Common Stock		1068.0				3205.0				D			
0001261333-24-000107	2540179	Restricted Stock Units			F1	29-AUG-2024				4	M	0				1068.0				0.0		D			F2		F3	Common Stock		1068.0				3205.0				D			
0001493152-24-034416	2540214	Series B Convertible Preferred Stock		1.93		16-AUG-2024				4	P	0				140000.0				10.0		A			F4		F4	Common Stock		724638.0	F5			140000.0				I		NextNRG Holding Corp.	F2
0001001250-24-000147	2540087	Restricted Stock Units (Share Payout)	F1		F2	27-AUG-2024				4	A	0				14993.0					F2	A		03-NOV-2025	F3	01-NOV-2027		Class A Common  Stock		14993.0				14993.0				D			
0001001250-24-000147	2540088	Stock Option (Right to Buy)		92.87		27-AUG-2024				4	A	0				23246.0	F4				F2	A		03-NOV-2025	F4	27-AUG-2034		Class A Common  Stock		23246.0				23246.0				D			
0001001250-24-000146	2540166	Stock Option (Right to Buy)		92.87		27-AUG-2024				4	A	0				27695.0	F4				F2	A		03-NOV-2025	F4	27-AUG-2034		Class A Common  Stock		27695.0				27695.0				D			
0001001250-24-000146	2540165	Restricted Stock Units (Share Payout)	F1		F2	27-AUG-2024				4	A	0				17861.0					F2	A		03-NOV-2025	F3	01-NOV-2027		Class A Common  Stock		17861.0				17861.0				D			
0000950170-24-101926	2540089	Stock Option (right to buy)		1.43		27-AUG-2024				4	M	false				4555.0				0.0		D			F2	24-NOV-2024		Common Stock		4555.0				0.0				D			
0001225208-24-008304	2540220	Employee stock option (right to buy)		46.92		28-AUG-2024				4	M	0				3683.0				0.0		D			F2	12-FEB-2025		Common Stock		3683.0				315417.0				D			
0001127602-24-023167	2540223	Employee Stock Option (Right to Buy)		89.9		28-AUG-2024				4	M	0				600.0				0.0		D		29-JAN-2018		29-JAN-2025		Common Stock		600.0				19200.0				D			
0001562180-24-006553	2540194	Restricted Stock Unit			F1	27-AUG-2024				4	M	false				33333.0				0.0		A			F2		F2	Common Stock		33333.0				0.0				D			
0001127602-24-023162	2540154	Restricted Stock Units			F2	27-AUG-2024				4	M	0	F2			1326.0				0.0		D			F5		F5	Common Stock		1326.0				2652.0				D			
0001127602-24-023162	2540153	Performance Stock Units			F1	27-AUG-2024				4	M	0	F1			1326.0				0.0		D			F4		F4	Common Stock		1326.0				2652.0				D			
0001256086-24-000004	2540141	Employee Stock Option (Right to Buy)		26.94		29-AUG-2024				4	M	0				2000.0				26.94		D		25-AUG-2022	F1	25-AUG-2032		Common Stock		2000.0				4000.0				D			
0001683168-24-006112	2540149	Stock Option (Right to buy)		2.16		28-AUG-2024				4	M	0				29720.0				0.0		D		29-AUG-2021		29-AUG-2024		Common Stock		29720.0				0.0	F2			D			
0001415889-24-022561	2540235	Class B Common Stock			F11	27-AUG-2024				4	C	0				1000000.0				0.0		D			F11		F11	Class A Common Stock		1000000.0				10800000.0				I		See footnotes	F1
0001415889-24-022561	2540236	Class B Common Stock			F11	27-AUG-2024				4	C	0				1000000.0				0.0		D			F11		F11	Class A Common Stock		1000000.0				16000000.0				I		See footnotes	F3
0001415889-24-022560	2540219	Share Option		1.59		27-AUG-2024				4	M	0	F1			10000.0				0.0		D			F3	15-DEC-2025		Class A Ordinary Share		10000.0				46017.0				D			
0001047127-24-000173	2540098	Director Stock Option (Right-to-Buy)		11.71		27-AUG-2024				4	M	0				20000.0				0.0		D		01-MAY-2018	F2	02-MAY-2027		Common Stock		20000.0				0.0				D			
0001127602-24-023158	2540175	Employee Stock Option (Right to Buy)		43.39		28-AUG-2024				4	M	0				36156.0				0.0		D		28-AUG-2020		28-AUG-2029		Common Stock		36156.0				43456.0				D			
0001127602-24-023158	2540174	Employee Stock Option (Right to Buy)		43.39		27-AUG-2024				4	M	0				21688.0				0.0		D		28-AUG-2020		28-AUG-2029		Common Stock		21688.0				79612.0				D			
0001127602-24-023158	2540173	Incentive Stock Option (Right to Buy)		33.9		27-AUG-2024				4	M	0				2949.0				0.0		D		23-AUG-2018		23-AUG-2027		Common Stock		2949.0				0.0				D			
0001415889-24-022558	2540181	Restricted Stock Unit			F3	28-AUG-2024				4	M	0				5000.0				0.0		D			F4		F4	Class A Common Stock		5000.0				15000.0				D			
0001628280-24-038825	2540207	Restricted Stock Units		0.0		29-AUG-2024				4	M	0				7536.0				0.0		A			F1	29-AUG-2025		Common Stock		7536.0				7536.0				D			
0001415889-24-022555	2540164	Nonqualified employee stock options (right to buy)		272.21		27-AUG-2024				4	M	0				1557.0				0.0		D		11-MAR-2017	F1	11-MAR-2026		Common stock		1557.0				0.0				D			
0001493152-24-034394	2540135	Stock Option (Right to Buy)		3.7		28-AUG-2024				4	M	0				2400.0				0.0		D			F1	18-SEP-2024		Common Stock		2400.0				0.0				D			
0000950170-24-101900	2540101	Stock Option (Right to Buy)		66.1		27-AUG-2024				4	M	false				7810.0				0.0		D			F2	20-FEB-2033		Common Stock		7810.0				11922.0				D			
0000950170-24-101900	2540102	Stock Option (Right to Buy)		83.14		27-AUG-2024				4	M	false				2190.0				0.0		D			F3	23-FEB-2034		Common Stock		2190.0				15442.0				D			
0000950170-24-101895	2540146	Stock Option (Right to Buy)		21.09		26-AUG-2024				4	M	false	F1			18116.0				0.0		D			F4	12-DEC-2029		Common Stock		66036.0				47920.0				D			
0000950170-24-101895	2540147	Stock Option (Right to Buy)		21.09		27-AUG-2024				4	M	false	F1			23175.0				0.0		D			F4	12-DEC-2029		Common Stock		66036.0				24745.0				D			
0000950170-24-101895	2540144	Stock Option (Right to Buy)		7.01		26-AUG-2024				4	M	false	F1			32671.0				0.0		D			F4	04-APR-2029		Common Stock		32671.0				0.0				D			
0000950170-24-101895	2540145	Stock Option (Right to Buy)		19.87		26-AUG-2024				4	M	false	F1			24372.0				0.0		D			F4	07-DEC-2033		Common Stock		141205.0				116833.0				D			
0001415889-24-022542	2540221	Class B Common Stock			F5	27-AUG-2024				4	C	0				1000000.0				0.0		D			F5		F5	Class A Common Stock		1000000.0				10800000.0				D	F1		
0001415889-24-022542	2540222	Class B Common Stock			F5	27-AUG-2024				4	C	0				1000000.0				0.0		D			F5		F5	Class A Common Stock		1000000.0				16000000.0				D	F3		
0001601830-24-000144	2540248	Stock Option (Right to Buy)		2.48		29-AUG-2024				4	M	0				5000.0				0.0		D			F1	30-DEC-2030		Class A Common Stock		5000.0				287500.0				D			
0001379041-24-000152	2540111	Dividend Equivalent Rights			F1	28-AUG-2024				4	A	0				30.0				0.0		A			F1		F1	Common Stock, par value $0.01		30.0				97.0				D			
0001379041-24-000151	2540171	Dividend Equivalent Rights			F1	28-AUG-2024				4	A	0				74.0				0.0		A			F1		F1	Common Stock, par value $0.01		74.0				1506.0				D			
0001379041-24-000150	2540131	Dividend Equivalent Rights			F1	28-AUG-2024				4	A	0				91.0				0.0		A			F1		F1	Common Stock, par value $0.01		91.0				3020.0				D			
0001415889-24-022537	2540209	Stock Option (right to buy)		1.45		28-AUG-2024				4	A	0				40000.0				0.0		A			F1	28-AUG-2034		Common Shares		40000.0				40000.0				D			
0001415889-24-022536	2540086	Stock Option (right to buy)		1.45		28-AUG-2024				4	A	0				40000.0				0.0		A			F1	28-AUG-2034		Common Shares		40000.0				40000.0				D			
0001415889-24-022535	2540239	Stock Option (right to buy)		1.45		28-AUG-2024				4	A	0				40000.0				0.0		A			F1	28-AUG-2034		Common Shares		40000.0				40000.0				D			
0001415889-24-022534	2540121	Stock Option (right to buy)		1.45		28-AUG-2024				4	A	0				40000.0				0.0		A			F1	28-AUG-2034		Common Shares		40000.0				40000.0				D			
0001415889-24-022533	2540085	Stock Option (right to buy)		1.45		28-AUG-2024				4	A	0				40000.0				0.0		A			F1	28-AUG-2034		Common Shares		40000.0				40000.0				D			
0001415889-24-022532	2540093	Stock Option (right to buy)		1.45		28-AUG-2024				4	A	0				40000.0				0.0		A			F1	28-AUG-2034		Common Shares		40000.0				40000.0				D			
0000950170-24-101875	2540231	Performance Restricted Stock Units			F3	27-AUG-2024				4	A	false				7512.0				0.0		A			F3	13-SEP-2024		Class A Common Stock		7512.0				7512.0				D			
0000950170-24-101875	2540230	Restricted Stock Units			F1	27-AUG-2024				4	A	false				18023.0				0.0		A			F2	15-SEP-2027		Class A Common Stock		18023.0				18023.0				D			
0000950170-24-101874	2540249	Restricted Stock Units			F1	27-AUG-2024				4	A	false				9012.0				0.0		A			F2	15-SEP-2027		Class A Common Stock		9012.0				9012.0				D			
0000950170-24-101873	2540245	Performance Restricted Stock Units			F1	27-AUG-2024				4	A	false				438.0				0.0		A			F1	13-SEP-2024		Class A Common Stock		438.0				438.0				D			
0000950170-24-101873	2540246	Performance Restricted Stock Units			F2	27-AUG-2024				4	A	false				494.0				0.0		A			F2	15-SEP-2025		Class A Common Stock		494.0				494.0				D			
0000950170-24-101872	2540162	Restricted Stock Units			F1	27-AUG-2024				4	A	false				12874.0				0.0		A			F2	15-SEP-2027		Class A Common Stock		12874.0				12874.0				D			
0001127602-24-023141	2540104	Employee Stock Option (Right to Buy)		12.0		28-AUG-2024				4	M	0	F1			9261.0				0.0		D			F3	29-JUL-2030		Common Stock		9261.0				10739.0				D			
0001127602-24-023141	2540103	Employee Stock Option (Right to Buy)		3.99		27-AUG-2024				4	M	0	F1			20739.0				0.0		D			F3	10-MAY-2026		Common Stock		20739.0				75261.0				D			
0001127602-24-023140	2540114	Stock Options (Right to Buy)		13.5		28-AUG-2024				4	M	0				224754.0				0.0		D			F3	22-JUN-2031		Common Stock		224754.0				223276.0				D			
0001062993-24-015872	2540097	Warrant (right to buy)		2.97		27-AUG-2024				4	A	0	F4			500000.0				0.0		A		27-AUG-2024		27-AUG-2026		Class A Common Stock		500000.0				500000.0				I		GAT Funding, LLC	F2
0001628280-24-038804	2540126	Stock Options (right to buy)		1.92		27-AUG-2024				4	M	0				20000.0				0.0		D			F4	01-NOV-2026		Common Stock		20000.0				47878.0				D			
0001127602-24-023135	2540200	Stock Options (Right to Buy)		20.92		27-AUG-2024				4	M	0				3585.0				0.0		D		29-MAY-2018		29-MAY-2025		Common Stock		3585.0				0.0				D			
0001127602-24-023135	2540201	Stock Options (Right to Buy)		20.89		27-AUG-2024				4	M	0				4189.0				0.0		D		31-MAR-2019		31-MAR-2026		Common Stock		4189.0				0.0				D			
0000950170-24-101860	2540125	Restricted Stock Units			F1	27-AUG-2024				4	A	false				964.0				0.0		A			F3	15-SEP-2027		Class A Common Stock		964.0				964.0				D			
0000950170-24-101860	2540124	Restricted Stock Units			F1	27-AUG-2024				4	A	false				964.0				0.0		A			F2	15-SEP-2027		Class A Common Stock		964.0				964.0				D			
0001493152-24-034373	2540140	Incentive Stock Options (right to buy)		5.02	F1	27-AUG-2024				4	A	0				25000.0				0.0		A			F2	27-AUG-2034		Common Stock		25000.0				25000.0	F2			D			
0000950170-24-101859	2540083	Restricted Stock Units			F1	27-AUG-2024				4	A	false				1872.0				0.0		A			F3	15-SEP-2027		Class A Common Stock		1872.0				1872.0				D			
0000950170-24-101859	2540082	Restricted Stock Units			F1	27-AUG-2024				4	A	false				1872.0				0.0		A			F2	15-SEP-2027		Class A Common Stock		1872.0				1872.0				D			
0001493152-24-034372	2540134	Incentive Stock Options (right to buy)		5.02	F1	27-AUG-2024				4	A	0				25000.0				0.0		A			F2	27-AUG-2034		Common Stock		25000.0				25000.0	F2			D			
0001493152-24-034370	2540208	Incentive Stock Options (right to buy)		5.02	F1	27-AUG-2024				4	A	0				1960170.0				0.0		A			F2	27-AUG-2034		Common Stock		1960170.0				1960170.0	F2			D			
0001493152-24-034369	2540213	Incentive Stock Options (right to buy)		5.02	F1	27-AUG-2024				4	A	0				25000.0				0.0		A			F2	27-AUG-2034		Common Stock		25000.0				25000.0	F2			D			
0001493152-24-034367	2540205	Incentive Stock Options (right to buy)		5.02	F1	27-AUG-2024				4	A	0				25000.0				0.0		A			F2	27-AUG-2034		Common Stock		25000.0				25000.0	F2			D			
0000950170-24-101858	2540136	Restricted Stock Units			F1	27-AUG-2024				4	A	false				3970.0				0.0		A			F2	15-SEP-2027		Class A Common Stock		3970.0				3970.0				D			
0000950170-24-101858	2540137	Restricted Stock Units			F1	27-AUG-2024				4	A	false				3970.0				0.0		A			F3	15-SEP-2027		Class A Common Stock		3970.0				3970.0				D			
0000950170-24-101857	2540244	Restricted Stock Units			F1	27-AUG-2024				4	A	false				10207.0				0.0		A			F3	15-SEP-2027		Class A Common Stock		10207.0				10207.0				D			
0000950170-24-101857	2540243	Restricted Stock Units			F1	27-AUG-2024				4	A	false				10207.0				0.0		A			F2	15-SEP-2027		Class A Common Stock		10207.0				10207.0				D			
0000950170-24-101856	2540198	Restricted Stock Units			F1	27-AUG-2024				4	A	false				9640.0				0.0		A			F2	15-SEP-2027		Class A Common Stock		9640.0				9640.0				D			
0000950170-24-101856	2540199	Restricted Stock Units			F1	27-AUG-2024				4	A	false				9640.0				0.0		A			F3	15-SEP-2027		Class A Common Stock		9640.0				9640.0				D			
0000950170-24-101853	2540210	Restricted Stock Units			F1	27-AUG-2024				4	A	false				24808.0				0.0		A			F2	15-SEP-2027		Class A Common Stock		24808.0				24808.0				D			
0000950170-24-101853	2540211	Restricted Stock Units			F1	27-AUG-2024				4	A	false				24808.0				0.0		A			F3	15-SEP-2027		Class A Common Stock		24808.0				24808.0				D			
0000950170-24-101852	2540204	Stock Option (Right to Buy)		0.66		27-AUG-2024				4	M	false				56988.0				0.0		D			F2	02-SEP-2024		Common Stock		56988.0				0.0				D			
0000950170-24-101849	2540159	Restricted Stock Units			F2	27-AUG-2024				4	M	false	F1			687.0				0.0		D			F4	15-SEP-2027		Class A Common Stock		687.0				13631.0				D			
0000950170-24-101849	2540158	Restricted Stock Units			F2	27-AUG-2024				4	A	false				14318.0				0.0		A			F4	15-SEP-2027		Class A Common Stock		14318.0				14318.0				D			
0000950170-24-101849	2540157	Restricted Stock Units			F2	27-AUG-2024				4	M	false	F1			687.0				0.0		D			F3	15-SEP-2027		Class A Common Stock		687.0				13631.0				D			
0000950170-24-101849	2540156	Restricted Stock Units			F2	27-AUG-2024				4	A	false				14318.0				0.0		A			F3	15-SEP-2027		Class A Common Stock		14318.0				14318.0				D			
0000950170-24-101848	2540096	Class B Common Stock	F2		F3	27-AUG-2024				4	C	false				422000.0				0.0		D			F3		F3	Class A Common Stock		422000.0				400507.0	F4			D			
0001127602-24-023134	2540212	Restricted Stock Units			F1	27-AUG-2024				4	M	0	F1			2652.0				0.0		D			F3		F3	Common Stock		2652.0				5305.0				D			
0001415889-24-022531	2540160	Series B Common Stock, par value $0.001 per share			F1	27-AUG-2024				4	C	0				67436.0				0.0		A			F1		F1	Series A Common Stock, par value $0.001 per share		67436.0				46703201.0	F5			I		See footnote	F2, F4, F3
0001127602-24-023133	2540152	Stock Options (Right to Buy)		140.85		28-AUG-2024				4	M	0				3000.0				0.0		D		06-FEB-2021		06-FEB-2028		Common Stock		3000.0				27000.0				D			
0001562180-24-006550	2540053	Common Stock		11.32		27-AUG-2024				4	A	false				150000.0				11.32		A			F1	27-AUG-2030		Common Stock		150000.0				150000.0				D			
0001562180-24-006549	2540071	Common Stock		11.32		27-AUG-2024				4	A	false				300000.0				11.32		A			F1	27-AUG-2030		Common Stock		300000.0				300000.0				D			
0001062993-24-015865	2540067	Stock Option		71.12		29-AUG-2024				4	M	0				3500.0				0.0		D		05-FEB-2017		05-FEB-2026		Common Stock		3500.0				0.0				D			
0001415889-24-022527	2540073	Stock Option		75.66	F2	28-AUG-2024				4	M	0				5000.0				0.0		D		02-MAY-2020	F3	02-MAY-2027		Common Stock		15000.0				10000.0				D			
0001415889-24-022527	2540072	Stock Option		56.14	F2	28-AUG-2024				4	M	0				9000.0				0.0		D		03-MAY-2019	F3	03-MAY-2026		Common Stock		9000.0				0.0				D			
0001127602-24-023125	2540074	Class B Common Stock		0.0		28-AUG-2024				4	C	0				6500.0				0.0		D			F8		F8	Class A Common Stock		6500.0				10260610.0				I		By James R. Scapa Declaration of Trust dated March 5, 1987	F1
0001127602-24-023125	2540075	Class B Common Stock		0.0		28-AUG-2024				4	C	0				6500.0				0.0		D			F8		F8	Class A Common Stock		6500.0				6646182.0				I		By JRS Investments LLC	F5
0001654954-24-011266	2540059	Non-Qualified Stock Options		0.91		27-AUG-2024				4	M	false				20501.0				0.91		D		01-JUN-2021		11-MAR-2026		Common Stock		20501.0				948311.0				D			
0001127602-24-023123	2540068	Class B Common Stock		0.0		28-AUG-2024				4	C	0				6500.0				0.0		D			F4		F4	Class A Common Stock		6500.0				6646182.0				D			
0001127602-24-023121	2540080	Class B Common Stock		0.0		28-AUG-2024				4	C	0				6500.0				0.0		D			F4		F4	Class A Common Stock		6500.0				10260610.0				D			
0001213900-24-073785	2540057	7.00% Subordinated Convertible Notes due 2031		4.03	F5	27-AUG-2024				4	P	0						75000.0		195210.6	F7	A			F5	31-DEC-2031		Common Stock		18600.0	F6, F5					239875.0		I		See footnote	F4
0000107815-24-000223	2540077	Stock Option (right to buy)		58.31		28-AUG-2024				4	M	0				6000.0				0.0		D		03-JAN-2020		03-JAN-2027		Common Stock		6000.0				0.0				D			
0001001250-24-000143	2540064	Stock Option (Right to Buy)		92.87		27-AUG-2024				4	A	0				14210.0	F4				F2	A		03-NOV-2025	F4	27-AUG-2034		Class A Common  Stock		14210.0				14210.0				D			
0001001250-24-000143	2540063	Restricted Stock Units (Share Payout)	F1		F2	27-AUG-2024				4	A	0				9163.0					F2	A		03-NOV-2025	F3	01-NOV-2027		Class A Common  Stock		9163.0				9163.0				D			
0001001250-24-000142	2540052	Stock Option (Right to Buy)		92.87		27-AUG-2024				4	A	0				17427.0	F4				F2	A		03-NOV-2025	F4	27-AUG-2034		Class A Common  Stock		17427.0				17427.0				D			
0001001250-24-000142	2540051	Restricted Stock Units (Share Payout)	F1		F2	27-AUG-2024				4	A	0				11242.0					F2	A		03-NOV-2025	F3	01-NOV-2027		Class A Common  Stock		11242.0				11242.0				D			
0001001250-24-000141	2540065	Restricted Stock Units (Share Payout)	F1		F2	27-AUG-2024				4	A	0				14472.0					F2	A		03-NOV-2025	F3	01-NOV-2027		Class A Common  Stock		14472.0				14472.0				D			
0001001250-24-000141	2540066	Stock Option (Right to Buy)		92.87		27-AUG-2024				4	A	0				22437.0	F4				F2	A		03-NOV-2025	F4	27-AUG-2034		Class A Common  Stock		22437.0				22437.0				D			
0001001250-24-000140	2540050	Stock Option (Right to Buy)		92.87		27-AUG-2024				4	A	0				17930.0	F4				F2	A		03-NOV-2025	F4	27-AUG-2034		Class A Common  Stock		17930.0				17930.0				D			
0001001250-24-000140	2540049	Restricted Stock Units (Share Payout)	F1		F2	27-AUG-2024				4	A	0				11566.0					F2	A		03-NOV-2025	F3	01-NOV-2027		Class A Common  Stock		11566.0				11566.0				D			
0001001250-24-000139	2540056	Stock Option (Right to Buy)		92.87		27-AUG-2024				4	A	0				16693.0	F5				F2	A		03-NOV-2025	F5	27-AUG-2034		Class A Common  Stock		16693.0				16693.0				D			
0001001250-24-000139	2540054	Restricted Stock Units (Share Payout)	F1		F2	27-AUG-2024				4	A	0				10768.0					F2	A		03-NOV-2025	F3	01-NOV-2027		Class A Common  Stock		10768.0				10768.0				D			
0001001250-24-000139	2540055	Restricted Stock Units (Share Payout)	F1		F2	27-AUG-2024				4	A	0				43071.0					F2	A		27-AUG-2025	F4	27-AUG-2027		Class A Common  Stock		43071.0				43071.0				D			
