ACCESSION_NUMBER	DERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	CONV_EXERCISE_PRICE	CONV_EXERCISE_PRICE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	EXERCISE_DATE	EXERCISE_DATE_FN	EXPIRATION_DATE	EXPIRATION_DATE_FN	UNDLYNG_SEC_TITLE	UNDLYNG_SEC_TITLE_FN	UNDLYNG_SEC_SHARES	UNDLYNG_SEC_SHARES_FN	UNDLYNG_SEC_VALUE	UNDLYNG_SEC_VALUE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0000063908-24-000126	1668861	Restricted Stock Units			F2			14-FEB-2025		14-FEB-2025		Common Stock		1410.72								D			
0001256086-24-000004	1668828	Employee Stock Option (Right to Buy)		22.5				19-OCT-2021	F3	19-OCT-2031		Common Stock		20000.0				20000.0				D			
0001256086-24-000004	1668827	Employee Stock Option (Right to Buy)		41.75				02-MAY-2024	F2	02-MAY-2034		Common Stock		50000.0				50000.0				D			
0001415889-24-022561	1668872	Class B Common Stock			F11				F11		F11	Class A Common Stock		665040.0				665040.0				I		See footnotes	F14
0001415889-24-022561	1668870	Class B Common Stock			F11				F11		F11	Class A Common Stock		3660560.0				3660560.0				I		See footnotes	F12
0001415889-24-022561	1668871	Class B Common Stock			F11				F11		F11	Class A Common Stock		3758740.0				3758740.0				I		See footnotes	F13
0001493152-24-034394	1668820	Stock Option (Right to Buy)		4.3					F5	26-JUL-2028		Common Stock		2400.0				2400.0				D			
0001493152-24-034394	1668821	Stock Option (Right to Buy)		3.31					F6	25-JUL-2029		Common Stock		2400.0				2400.0				D			
0001493152-24-034394	1668822	Stock Option (Right to Buy)		6.7					F7	22-JUL-2030		Common Stock		2400.0				2400.0				D			
0001493152-24-034394	1668823	Stock Option (Right to Buy)		5.93					F8	20-JUL-2031		Common Stock		10000.0				10000.0				D			
0001493152-24-034394	1668824	Stock Option (Right to Buy)		5.15					F9	21-JUL-2032		Common Stock		10000.0				10000.0				D			
0001493152-24-034394	1668825	Stock Option (Right to Buy)		9.81					F10	20-JUL-2033		Common Stock		10000.0				10000.0				D			
0001493152-24-034394	1668826	Stock Option (Right to Buy)		10.2					F11	18-JUL-2034		Common Stock		10000.0				10000.0				D			
0001493152-24-034394	1668817	Stock Option (Right to Buy)		4.19					F2	17-SEP-2025		Common Stock		2400.0				2400.0				D			
0001493152-24-034394	1668818	Stock Option (Right to Buy)		4.6					F3	28-JUL-2026		Common Stock		2400.0				2400.0				D			
0001493152-24-034394	1668819	Stock Option (Right to Buy)		3.55					F4	27-JUL-2027		Common Stock		2400.0				2400.0				D			
0001601830-24-000144	1668874	Class B Common Stock		0.0					F2		F2	Class A Common Stock		0.0				6176700.0				D		by LAHWRAN-3 LLC	F3
0001601830-24-000144	1668875	Class B Common Stock		0.0					F2		F2	Class A Common Stock		0.0				486000.0				I		by LAHWRAN-4 LLC	F4
0001601830-24-000144	1668876	Class B Common Stock		0.0					F2		F2	Class A Common Stock		0.0				388000.0				I		by Gibson Family Trust	F5
0001601830-24-000144	1668881	Stock Option (Right to Buy)		10.09					F8	09-FEB-2034		Class A Common Stock		0.0				666898.0				D			
0001601830-24-000144	1668877	Class B Common Stock		0.0					F2		F2	Class A Common Stock		0.0				67875.0				I			
0001601830-24-000144	1668880	Stock Option (Right to Buy)		11.4				04-FEB-2022		04-FEB-2032		Class A Common Stock		0.0				5436.0				D			
0001601830-24-000144	1668879	Stock Option (Right to Buy)		11.4					F7	04-FEB-2032		Class A Common Stock		0.0				399002.0				D			
0001601830-24-000144	1668878	Stock Option (Right to Buy)		8.55					F6	01-FEB-2033		Class A Common Stock		0.0				813600.0				D			
0001628280-24-038817	1668804	Common Stock (right to buy)		4.25					F2	12-NOV-2031		Common Stock		44000.0				44000.0				D			
0000897069-24-001775	1668832	Stock Option (right to buy)		4.51					F2	20-APR-2033		Common Stock		41667.0				41667.0				D			
0000897069-24-001775	1668833	Stock Option (right to buy)		35.7					F3	28-OCT-2031		Common Stock		29167.0				29167.0				D			
0000897069-24-001775	1668835	Stock Option (right to buy)		3000.0					F3	04-JAN-2026		Common Stock		14.0				14.0				D			
0000897069-24-001775	1668834	Stock Option (right to buy)		300.0					F3	29-MAY-2028		Common Stock		83.0				83.0				D			
0001062993-24-015872	1668803	Warrant (right to buy)		2.25				22-JUL-2024		27-FEB-2026		Class A Common Stock		250000.0				250000.0				I		GAT Funding, LLC	F2
0001062993-24-015872	1668802	Warrant (right to buy)		3.04				23-MAY-2024		27-FEB-2026		Class A Common Stock		250000.0				250000.0				I		GAT Funding, LLC	F2
0001062993-24-015872	1668801	Warrant (right to buy)		1.24				27-FEB-2024		27-FEB-2026		Class A Common Stock		500000.0				500000.0				I		GAT Funding, LLC	F2
0001062993-24-015872	1668800	Series A Preferred Stock		11.5					F3		F3	Class A Common Stock		869565.0				1000000.0				I		GAT Funding, LLC	F2
0001493152-24-034371	1668840	Restricted Stock Award	F1	0.05				25-AUG-2026		25-AUG-2026		Common Stock		333333.0								D			
0001493152-24-034371	1668841	Restricted Stock Award	F1	0.05				25-AUG-2027		25-AUG-2027		Common Stock		333333.0								D			
0001493152-24-034371	1668839	Restricted Stock Award	F1	0.05				25-AUG-2025		25-AUG-2025		Common Stock		333334.0								D			
0000950170-24-101848	1668799	Class B Common Stock	F2		F3				F3		F3	Class A Common Stock		864111.0				864111.0				I		Skechers Voting Trust	
0001628280-24-038784	1668793	Stock Options		11.54				26-AUG-2023		26-AUG-2032		Common Stock		106959.0	F2			106959.0				D			
0001213900-24-073785	1668783	7.00% Subordinated Convertible Notes due 2031		4.03	F5				F5	31-DEC-2031		Common Stock		650987.0	F6, F5			14526.0		2624950.0		I		See footnote	F2
0001213900-24-073785	1668782	7.00% Subordinated Convertible Notes due 2031		4.03	F5				F5	31-DEC-2031		Common Stock		4539001.0	F6, F5			101189.0		18302425.0		I		See footnote	F1
0001213900-24-073785	1668784	7.00% Subordinated Convertible Notes due 2031		4.03	F5				F5	31-DEC-2031		Common Stock		1023000.0	F6, F5			14619.0		4125000.0		I		See footnote	F3
0001213900-24-073785	1668791	Series B Convertible Preferred Stock		48000.0	F9				F9		F9	Common Stock		70.0	F9							I		See footnote	F3
0001213900-24-073785	1668785	Series D Cumulative Convertible Preferred Stock		20352.0	F8				F8		F8	Common Stock		124.0	F8			405.0				I		See footnote	F1
0001213900-24-073785	1668790	Series B Convertible Preferred Stock		48000.0	F9				F9		F9	Common Stock		44.0	F9							I		See footnote	F2
0001213900-24-073785	1668789	Series B Convertible Preferred Stock		48000.0	F9				F9		F9	Common Stock		310.0	F9							I		See footnote	F1
0001213900-24-073785	1668788	Series D Cumulative Convertible Preferred Stock		20352.0	F8				F8		F8	Common Stock		0.0	F8			134820.0				I		See footnote	F4
0001213900-24-073785	1668787	Series D Cumulative Convertible Preferred Stock		20352.0	F8				F8		F8	Common Stock		17.0	F8			85792.0				I		See footnote	F3
0001213900-24-073785	1668786	Series D Cumulative Convertible Preferred Stock		20352.0	F8				F8		F8	Common Stock		17.0	F8			596473.0				I		See footnote	F2
0001127602-24-023118	1668792	Hypothetical Shares			F4				F5		F5	Common Stock, $.25 Par Value		9875.0				9875.0	F6			I		By Supplemental 401(k) Plan	
0001415889-24-022519	1668795	Employee Stock Option (right to buy)		35.92				10-MAR-2025		09-MAR-2026		Class A Common Stock		1500.0				1500.0				D			
0001415889-24-022519	1668794	Employee Stock Option (right to buy)		35.92				10-MAR-2024		09-MAR-2025		Class A Common Stock		1500.0				1500.0				D			
0001415889-24-022519	1668797	Employee Stock Option (right to buy)		49.25				01-JAN-2027		01-JAN-2030		Class A Common Stock		2242.0				2242.0				D			
0001415889-24-022519	1668796	Employee Stock Option (right to buy)		42.74				31-DEC-2025		31-DEC-2026		Class A Common Stock		2688.0				2688.0				D			
0001493152-24-034293	1668686	Option		10896.0					F2	28-SEP-2025		Common Stock		3.0								D			
0001493152-24-034293	1668687	Restricted Stock Unit		116.0					F3	31-DEC-2024		Common Stock		34.0								D			
0001493152-24-034276	1668648	Common Stock (Restricted Stock Unit)		0.0				28-AUG-2024			F2	Restricted Stock Units		400000.0								D			
0001493152-24-034252	1668675	Warrants		1.0				02-APR-2024		02-APR-2027		Common Stock		7812.0								D			
0000950103-24-012761	1668674	Class B Common Stock	F9		F9				F9		F9	Class A Common Stock		50000000.0				50000000.0				I		By Chan Zuckerberg Holdings II, LLC	F14
0000950103-24-012761	1668673	Class B Common Stock	F9		F9				F9		F9	Class A Common Stock		12000000.0				12000000.0				I		By CZI Holdings I, LLC	F13
0000950103-24-012761	1668672	Class B Common Stock	F9		F9				F9		F9	Class A Common Stock		34344500.0				34344500.0				I		By Chan Zuckerberg Holdings, LLC	F12
0000950103-24-012761	1668671	Class B Common Stock	F9		F9				F9		F9	Class A Common Stock		3388197.0				3388197.0				I		By Mark Zuckerberg, Trustee Of The Mark Zuckerberg Trust Dated July 7, 2006	F11
0000950103-24-012761	1668670	Class B Common Stock	F9		F9				F9		F9	Class A Common Stock		244182799.0				244182799.0				I		By CZI Holdings, LLC	F10
0000950103-24-012760	1668653	Class B Common Stock	F18		F18				F18		F18	Class A Common Stock		50000000.0				50000000.0				I		By Chan Zuckerberg Holdings II, LLC	F23
0000950103-24-012760	1668652	Class B Common Stock	F18		F18				F18		F18	Class A Common Stock		12000000.0				12000000.0				I		By CZI Holdings I, LLC	F22
0000950103-24-012760	1668651	Class B Common Stock	F18		F18				F18		F18	Class A Common Stock		34344500.0				34344500.0				I		By Chan Zuckerberg Holdings, LLC	F21
0000950103-24-012760	1668650	Class B Common Stock	F18		F18				F18		F18	Class A Common Stock		3388197.0				3388197.0				I		By Mark Zuckerberg, Trustee Of The Mark Zuckerberg Trust Dated July 7, 2006	F20
0000950103-24-012760	1668649	Class B Common Stock	F18		F18				F18		F18	Class A Common Stock		244182799.0				244182799.0				I		By CZI Holdings, LLC	F19
0000950103-24-012759	1668754	Class B Common Stock	F23		F23				F23		F23	Class A Common Stock		244182799.0				244182799.0				I		By CZI Holdings, LLC	F24
0000950103-24-012759	1668755	Class B Common Stock	F23		F23				F23		F23	Class A Common Stock		3388197.0				3388197.0				I		By Mark Zuckerberg, Trustee Of The Mark Zuckerberg Trust Dated July 7, 2006	F25
0000950103-24-012759	1668756	Class B Common Stock	F23		F23				F23		F23	Class A Common Stock		34344500.0				34344500.0				I		By Chan Zuckerberg Holdings, LLC	F26
0000950103-24-012759	1668757	Class B Common Stock	F23		F23				F23		F23	Class A Common Stock		12000000.0				12000000.0				I		By CZI Holdings I, LLC	F27
0000950103-24-012759	1668758	Class B Common Stock	F23		F23				F23		F23	Class A Common Stock		50000000.0				50000000.0				I		By Chan Zuckerberg Holdings II, LLC	F28
0001062993-24-015827	1668705	Class B ordinary shares			F1				F1		F1	Class A ordinary shares		16040583.0	F2							I		By GigAcquisitions7 Corp.	F3
0000950170-24-101546	1668677	Option to Purchase Class A Common Stock		46.15					F2	01-FEB-2032		Class A Common Stock		2973.0								D			
0000950170-24-101546	1668679	Option to Purchase Class A Common Stock		98.13					F4	01-FEB-2034		Class A Common Stock		1626.0								D			
0000950170-24-101546	1668678	Option to Purchase Class A Common Stock		62.14					F3	01-FEB-2033		Class A Common Stock		2228.0								D			
0000950170-24-101546	1668676	Option to Purchase Class A Common Stock		45.75					F1	18-OCT-2031		Class A Common Stock		20000.0								D			
0001062993-24-015825	1668695	Class B ordinary shares			F1				F1		F1	Class A ordinary shares		16040583.0	F2							I		By GigAcquisitions7 Corp.	F3
0000950170-24-101540	1668733	Stock Option Grant		6.58					F9	29-APR-2019		Common Stock		7083.0				7083.0				D			
0000950170-24-101540	1668741	Restricted Stock Unit Grant			F16				F18	01-JAN-2026		Common Stock		20710.0				20710.0				D			
0000950170-24-101540	1668742	Stock Option Grant		14.0					F19	23-DEC-2032		Common Stock		16640.0				16640.0				D			
0000950170-24-101540	1668740	Restricted Stock Unit Grant			F16				F17	01-JAN-2027		Common Stock		15532.0				15532.0				D			
0000950170-24-101540	1668743	Restricted Stock Unit Grant			F16				F20	01-JAN-2028		Common Stock		19325.0				19325.0				D			
0000950170-24-101540	1668732	Stock Option Grant		6.11					F8	04-DEC-2028		Common Stock		10400.0				10400.0				D			
0000950170-24-101540	1668731	Stock Option Grant		6.11					F6	04-DEC-2028		Common Stock		10066.0				10066.0				D			
0000950170-24-101540	1668739	Restricted Stock Unit Grant			F16				F15	01-JAN-2026		Common Stock		8720.0				8720.0				D			
0000950170-24-101540	1668738	Restricted Stock Unit Grant			F16				F14	01-JAN-2026		Common Stock		4360.0				4360.0				D			
0000950170-24-101540	1668737	Stock Option Grant		22.2					F13	07-DEC-2031		Common Stock		7740.0				7740.0				D			
0000950170-24-101540	1668736	Stock Option Grant		22.2					F12	07-DEC-2031		Common Stock		7740.0				7740.0				D			
0000950170-24-101540	1668735	Restricted Stock Unit Grant			F16				F7	01-JAN-2025		Common Stock		2762.0				2762.0				D			
0000950170-24-101540	1668734	Stock Option Grant		6.69					F10	03-DEC-2029		Common Stock		15829.0				15829.0				D			
0000950170-24-101540	1668746	Stock Option Grant		17.31					F22	22-DEC-2033		Common Stock		15620.0				15620.0				D			
0000950170-24-101540	1668745	Stock Option Grant		17.31					F19	22-DEC-2033		Common Stock		15620.0				15620.0				D			
0000950170-24-101540	1668744	Restrcited Stock Unit Grant			F16				F18	01-JAN-2027		Common Stock		19325.0				19325.0				D			
0000950170-24-101538	1668772	Restricted Stock Unit Grant			F2				F3	11-MAR-2025		Common Stock		9306.0				9306.0				D			
0001327811-24-000171	1668706	Class B Common Stock			F9, F10				F9, F10		F9, F10	Class A Common Stock		120784.0				120784.0				I		By Still Family Partners	
0001140361-24-039001	1668696	Restricted Stock Units			F2, F1				F2		F2	Common Stock		16666.0				16666.0				D			
0000950170-24-101527	1668775	Option to Purchase Class A Common Stock		22.65					F3	01-FEB-2031		Class A Common Stock		5130.0								D			
0000950170-24-101527	1668774	Option to Purchase Class A Common Stock		16.25					F2	03-MAY-2030		Class A Common Stock		5235.0								D			
0000950170-24-101527	1668773	Option to Purchase Class A Common Stock		16.83					F1	02-MAY-2030		Class A Common Stock		30000.0								D			
0000950170-24-101527	1668778	Option to Purchase Class A Common Stock		98.13					F6	01-FEB-2034		Class A Common Stock		1685.0								D			
0000950170-24-101527	1668777	Option to Purchase Class A Common Stock		62.14					F5	01-FEB-2033		Class A Common Stock		2313.0								D			
0000950170-24-101527	1668776	Option to Purchase Class A Common Stock		46.15					F4	01-FEB-2032		Class A Common Stock		3602.0								D			
0001415889-24-022490	1668747	Stock Option		27.94				25-AUG-2018	F1	25-AUG-2027		Common Stock		7500.0				7500.0				D			
0001415889-24-022490	1668748	Stock Option		37.22				23-AUG-2019	F2	23-AUG-2028		Common Stock		4000.0				4000.0				D			
0001415889-24-022490	1668749	Stock Option		23.38				14-AUG-2020	F3	14-AUG-2029		Common Stock		6000.0				6000.0				D			
0001415889-24-022490	1668750	Stock Option		18.0				26-AUG-2021	F4	26-AUG-2030		Common Stock		6000.0				6000.0				D			
0001415889-24-022490	1668751	Stock Option		24.0				25-AUG-2022	F5	25-AUG-2031		Common Stock		6000.0				6000.0				D			
0001415889-24-022490	1668752	Stock Option		28.83				25-AUG-2023	F6	25-AUG-2032		Common Stock		3900.0				3900.0				D			
0001415889-24-022490	1668753	Stock Option		25.79				25-AUG-2024	F7	25-AUG-2023		Common Stock		3900.0				3900.0				D			
0001628280-24-038717	1668781	Restricted Stock Units			F3				F6		F6	Common Stock		10758.0				10758.0				D			
0001628280-24-038717	1668779	Restricted Stock Units			F3				F4		F4	Common Stock		11179.0				11179.0				D			
0001628280-24-038717	1668780	Restricted Stock Units			F3				F5		F5	Common Stock		9963.0				9963.0				D			
0001415889-24-022488	1668683	Stock Option		24.0				25-AUG-2022	F4	25-AUG-2031		Common Stock		2500.0				1500.0				D			
0001415889-24-022488	1668684	Stock Option		28.83				25-AUG-2023	F5	25-AUG-2032		Common Stock		3900.0				3900.0				D			
0001415889-24-022488	1668685	Stock Option		25.79				25-AUG-2024	F6	25-AUG-2033		Common Stock		3900.0				3900.0				D			
0001415889-24-022488	1668682	Stock Option		18.0				26-AUG-2021	F3	26-AUG-2030		Common Stock		1500.0				1000.0				D			
0001415889-24-022488	1668681	Stock Option		23.38				14-AUG-2020	F2	14-AUG-2029		Common Stock		500.0				500.0				D			
0001415889-24-022488	1668680	Stock Option		37.22				23-AUG-2019	F1	23-AUG-2028		Common Stock		1200.0				1200.0				D			
0001415889-24-022486	1668694	Stock Option		25.79				25-AUG-2024	F7	25-AUG-2033		Common Stock		3900.0				3900.0				D			
0001415889-24-022486	1668693	Stock Option		28.83				25-AUG-2023	F6	25-AUG-2032		Common Stock		3900.0				3900.0				D			
0001415889-24-022486	1668692	Stock Option		24.0				25-AUG-2022	F5	25-AUG-2031		Common Stock		3000.0				3000.0				D			
0001415889-24-022486	1668690	Stock Option		23.38				14-AUG-2020	F3	14-AUG-2029		Common Stock		3000.0				3000.0				D			
0001415889-24-022486	1668691	Stock Option		18.0				26-AUG-2021	F4	26-AUG-2030		Common Stock		3000.0				3000.0				D			
0001415889-24-022486	1668689	Stock Option		37.22				23-AUG-2019	F2	23-AUG-2028		Common Stock		3000.0				3000.0				D			
0001415889-24-022486	1668688	Stock Option		27.94				25-AUG-2018	F1	25-AUG-2027		Common Stock		4500.0				4500.0				D			
0001415889-24-022484	1668713	Stock Option		37.22				23-AUG-2019	F1	23-AUG-2028		Common Stock		1500.0				1500.0				D			
0001415889-24-022484	1668718	Stock Option		25.79				25-AUG-2024	F6	25-AUG-2033		Common Stock		3900.0				3900.0				D			
0001415889-24-022484	1668714	Stock Option		23.38				14-AUG-2020	F2	14-AUG-2029		Common Stock		500.0				500.0				D			
0001415889-24-022484	1668717	Stock Option		28.83				25-AUG-2023	F5	25-AUG-2032		Common Stock		3900.0				3900.0				D			
0001415889-24-022484	1668716	Stock Option		24.0				25-AUG-2022	F4	25-AUG-2031		Common Stock		6000.0				6000.0				D			
0001415889-24-022484	1668715	Stock Option		18.0				26-AUG-2021	F3	26-AUG-2030		Common Stock		2500.0				2500.0				D			
0001415889-24-022482	1668666	Stock Option		28.83				25-AUG-2023	F6	25-AUG-2032		Common Stock		2500.0				2500.0				D			
0001415889-24-022482	1668667	Stock Option		25.79				25-AUG-2024	F7	25-AUG-2033		Common Stock		2500.0				2500.0				D			
0001415889-24-022482	1668663	Stock Option		23.38				14-AUG-2020	F3	14-AUG-2029		Common Stock		1500.0				1500.0				D			
0001415889-24-022482	1668662	Stock Option		37.22				23-AUG-2019	F2	23-AUG-2028		Common Stock		1200.0				1200.0				D			
0001415889-24-022482	1668665	Stock Option		24.0				25-AUG-2022	F5	25-AUG-2031		Common Stock		1500.0				1500.0				D			
0001415889-24-022482	1668664	Stock Option		18.0				26-AUG-2021	F4	26-AUG-2030		Common Stock		1500.0				1500.0				D			
0001415889-24-022482	1668661	Stock Option		27.94				25-AUG-2018	F1	25-AUG-2027		Common Stock		1000.0				1000.0				D			
0001415889-24-022480	1668669	Stock Option		25.79				25-AUG-2024	F2	25-AUG-2033		Common Stock		1500.0				1500.0				D			
0001415889-24-022480	1668668	Stock Option		28.83				25-AUG-2023	F1	25-AUG-2032		Common Stock		1500.0				1500.0				D			
0001578563-24-000395	1668721	Restricted Stock Units			F1				F5		F5	Voting Common Stock		71692.0				71692.0				D			
0001578563-24-000395	1668720	Restricted Stock Units			F1				F4		F4	Voting Common Stock		3792.0				3792.0				D			
0001578563-24-000395	1668719	Restricted Stock Units			F1				F3		F3	Voting Common Stock		84000.0				84000.0				D			
0001578563-24-000395	1668722	Restricted Stock Units			F1				F6		F6	Voting Common Stock		55082.0				55082.0				D			
0000897069-24-001769	1668704	Prepaid Variable Forward Sale Contract			F10, F11, F12, F9, F8				F9		F9	Class A Common Stock		1000000.0				1000000.0				D			
0001676238-24-000161	1668768	Class B Common Stock			F1				F1		F1	Class A Common Stock		111111.0				111111.0				I		See footnote	F7
0001676238-24-000161	1668769	Class B Common Stock			F1				F1		F1	Class A Common Stock		111111.0				111111.0				I		See footnote	F7
0001676238-24-000161	1668770	Class B Common Stock			F1				F1		F1	Class A Common Stock	F1	19784.0				19784.0				I		See footnote	F8
0001676238-24-000161	1668771	Class B Common Stock			F1				F1		F1	Class A Common Stock		73441.0				73441.0				I		See footnote	F8
0001415889-24-022445	1668659	Stock Option		28.83				25-AUG-2023	F6	25-AUG-2032		Common Stock		3900.0				3900.0				D			
0001415889-24-022445	1668660	Stock Option		25.79				25-AUG-2024	F7	25-AUG-2033		Common Stock		3900.0				3900.0				D			
0001415889-24-022445	1668658	Stock Option		24.0				25-AUG-2022	F5	25-AUG-2031		Common Stock		2000.0				2000.0				D			
0001415889-24-022445	1668657	Stock Option		18.0				26-AUG-2021	F4	26-AUG-2030		Common Stock		2000.0				2000.0				D			
0001415889-24-022445	1668656	Stock Option		23.38				14-AUG-2020	F3	14-AUG-2029		Common Stock		2000.0				2000.0				D			
0001415889-24-022445	1668654	Stock Option		27.94				25-AUG-2018	F1	25-AUG-2027		Common Stock		2500.0				1250.0				D			
0001415889-24-022445	1668655	Stock Option		37.22				23-AUG-2019	F2	23-AUG-2028		Common Stock		1500.0				1500.0				D			
0001415889-24-022442	1668701	Stock Option		24.0				25-AUG-2022	F5	25-AUG-2031		Common Stock		6000.0				6000.0				D			
0001415889-24-022442	1668700	Stock Option		18.0				26-AUG-2021	F4	26-AUG-2030		Common Stock		6000.0				6000.0				D			
0001415889-24-022442	1668703	Stock Option		25.79				25-AUG-2024	F7	25-AUG-2033		Common Stock		3900.0				3900.0				D			
0001415889-24-022442	1668702	Stock Option		28.83				25-AUG-2023	F6	25-AUG-2032		Common Stock		3900.0				3900.0				D			
0001415889-24-022442	1668697	Stock Option		27.94				25-AUG-2018	F1	25-AUG-2027		Common Stock		7500.0				7500.0				D			
0001415889-24-022442	1668698	Stock Option		37.22				23-AUG-2019	F2	23-AUG-2028		Common Stock		4000.0				4000.0				D			
0001415889-24-022442	1668699	Stock Option		23.38				14-AUG-2020	F3	14-AUG-2029		Common Stock		6000.0				6000.0				D			
0001415889-24-022439	1668711	Stock Option		28.83				25-AUG-2023	F5	25-AUG-2032		Common Stock		3900.0				3900.0				D			
0001415889-24-022439	1668707	Stock Option		37.22				23-AUG-2019	F1	23-AUG-2028		Common Stock		4000.0				4000.0				D			
0001415889-24-022439	1668712	Stock Option		25.79				25-AUG-2024	F6	25-AUG-2033		Common Stock		3900.0				3900.0				D			
0001415889-24-022439	1668708	Stock Option		23.38				14-AUG-2020	F2	14-AUG-2029		Common Stock		2401.0				2401.0				D			
0001415889-24-022439	1668709	Stock Option		18.0				26-AUG-2021	F3	26-AUG-2030		Common Stock		3600.0				3600.0				D			
0001415889-24-022439	1668710	Stock Option		24.0				25-AUG-2022	F4	25-AUG-2031		Common Stock		4801.0				4801.0				D			
0001628280-24-038670	1668761	Performance Stock Units			F5				F4		F4	V2X, Inc. Common Stock		3645.0								D			
0001628280-24-038670	1668760	Restricted Stock Units			F2				F3		F3	V2X, Inc. Common Stock		3562.0								D			
0001628280-24-038670	1668759	Restricted Stock Units			F2				F1		F1	V2X, Inc. Common Stock		2708.0								D			
0001628280-24-038664	1668730	Stock Option (Right to Buy)		10.09					F8	09-FEB-2034		Class A Common Stock		0.0				666898.0				D			
0001628280-24-038664	1668729	Stock Option (Right to Buy)		11.4				04-FEB-2022		04-FEB-2032		Class A Common Stock		0.0				5436.0				D			
0001628280-24-038664	1668723	Class B Common Stock		0.0					F2		F2	Class A Common Stock		0.0				6176700.0				D		by LAHWRAN-3 LLC	F3
0001628280-24-038664	1668727	Stock Option (Right to Buy)		8.55					F6	01-FEB-2033		Class A Common Stock		0.0				813600.0				D			
0001628280-24-038664	1668728	Stock Option (Right to Buy)		11.4					F7	04-FEB-2032		Class A Common Stock		0.0				399002.0				D			
0001628280-24-038664	1668724	Class B Common Stock		0.0					F2		F2	Class A Common Stock		0.0				486000.0				I		by LAHWRAN-4 LLC	F4
0001628280-24-038664	1668725	Class B Common Stock		0.0					F2		F2	Class A Common Stock		0.0				388000.0				I		by Gibson Family Trust	F5
0001628280-24-038664	1668726	Class B Common Stock		0.0					F2		F2	Class A Common Stock		0.0				67875.0				I			
0000950170-24-101372	1668766	Stock Option		120.86				15-JUL-2024		14-JUL-2033		Common Stock		3382.0				3382.0				D			
0000950170-24-101372	1668767	Stock Option		121.63				14-JUL-2025		15-JUL-2034		Common Stock		3351.0				3351.0				D			
0000950170-24-101372	1668765	Stock Option		115.0				15-JUL-2023		14-JUL-2032		Common Stock		3027.0				3027.0				D			
0000950170-24-101372	1668764	Stock Option		112.67				15-JUL-2022		14-JUL-2031		Common Stock		5075.0				5075.0				D			
0000950170-24-101372	1668763	Stock Option		73.53				15-JUL-2021		14-JUL-2030		Common Stock		5793.0				5793.0				D			
0000950170-24-101372	1668762	Stock Option		85.33				11-JUL-2020		10-JUL-2029		Common Stock		7929.0				7929.0				D			
0001415889-24-022410	1668625	Stock Option		37.22				23-AUG-2019	F6	23-AUG-2028		Common Stock		4000.0				4000.0				D			
0001437749-24-027922	1668640	Stock Options		16.0				31-AUG-2023		31-AUG-2032		Common Stock		8144.0	F2			8144.0	F2			D			
0001415889-24-022384	1668641	Stock Option		27.94				25-AUG-2018	F1	25-AUG-2027		Common Stock		15000.0				15000.0				D			
0001415889-24-022384	1668646	Stock Option		28.83				25-AUG-2023	F6	25-AUG-2032		Common Stock		7000.0				7000.0				D			
0001415889-24-022384	1668645	Stock Option		24.0				25-AUG-2022	F5	25-AUG-2031		Common Stock		10000.0				10000.0				D			
0001415889-24-022384	1668644	Stock Option		18.0				26-AUG-2021	F4	26-AUG-2030		Common Stock		10000.0				10000.0				D			
0001415889-24-022384	1668643	Stock Option		23.38				14-AUG-2020	F3	14-AUG-2029		Common Stock		10000.0				10000.0				D			
0001415889-24-022384	1668642	Stock Option		37.22				23-AUG-2019	F2	23-AUG-2028		Common Stock		8000.0				8000.0				D			
0001415889-24-022384	1668647	Stock Option		25.79				25-AUG-2024	F7	25-AUG-2033		Common Stock		7000.0				7000.0				D			
0001437749-24-027916	1668634	Restricted Stock Unit			F1			05-JUN-2025	F2		F3	Common Stock		20000.0				20000.0				D			
0001437749-24-027916	1668639	Warrant		2.5				28-SEP-2024		28-SEP-2029		Common Stock		21139.0				21139.0				D			
0001437749-24-027916	1668638	Stock Option		3.18					F4	30-OCT-2030		Common Stock		1970.0				1970.0				D			
0001437749-24-027916	1668637	Stock Option		2.22					F4	11-SEP-2029		Common Stock		1970.0				1970.0				D			
0001437749-24-027916	1668636	Stock Option		1.92					F4	25-SEP-2028		Common Stock		2462.0				2462.0				D			
0001437749-24-027916	1668635	Stock Option		1.44					F4	26-OCT-2026		Common Stock		2462.0				2462.0				D			
0002034863-24-000001	1668633	Series E Convertible Preferred Stock			F4			30-JUL-2024	F4		F3	Common Stock		263961.0								I	F1	See footnote	F1
0001415889-24-022380	1668626	Stock Option		27.94				25-AUG-2018	F2	25-AUG-2027		Common Stock		15000.0				15000.0				D			
0001415889-24-022380	1668627	Stock Option		37.22				23-AUG-2019	F3	23-AUG-2028		Common Stock		8000.0				8000.0				D			
0001415889-24-022380	1668628	Stock Option		23.38				14-AUG-2020	F4	14-AUG-2029		Common Stock		10000.0				10000.0				D			
