ACCESSION_NUMBER	DERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	CONV_EXERCISE_PRICE	CONV_EXERCISE_PRICE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	EXERCISE_DATE	EXERCISE_DATE_FN	EXPIRATION_DATE	EXPIRATION_DATE_FN	UNDLYNG_SEC_TITLE	UNDLYNG_SEC_TITLE_FN	UNDLYNG_SEC_SHARES	UNDLYNG_SEC_SHARES_FN	UNDLYNG_SEC_VALUE	UNDLYNG_SEC_VALUE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001127602-24-022001	1666779	Restricted Stock Unit			F4				F7		F7	Common Stock		31109.0				31109.0				D			
0001127602-24-022001	1666778	Restricted Stock Unit			F4				F6		F6	Common Stock		34894.0				34894.0				D			
0001127602-24-022001	1666777	Restricted Stock Unit			F4				F5		F5	Common Stock		29955.0				29955.0				D			
0001127602-24-022000	1666891	Restricted Stock Unit			F1				F3		F3	Common Stock		13734.0				13734.0				D			
0001127602-24-022000	1666890	Restricted Stock Unit			F1				F2		F2	Common Stock		14692.0				14692.0				D			
0001127602-24-021998	1666936	Performance Share Unit			F1				F2		F2	Common Stock		7521.0				7521.0				D			
0001127602-24-021998	1666937	Performance Share Unit			F1				F3		F3	Common Stock		4902.0				4902.0				D			
0001127602-24-021998	1666938	Restricted Stock Unit			F4				F5		F5	Common Stock		15614.0				15614.0				D			
0001127602-24-021998	1666939	Restricted Stock Unit			F4				F6		F6	Common Stock		22957.0				22957.0				D			
0001127602-24-021998	1666940	Restricted Stock Unit			F4				F7		F7	Common Stock		19088.0				19088.0				D			
0001127602-24-021997	1666991	Restricted Stock Unit			F2				F3		F3	Common Stock		13777.0				13777.0				D			
0001127602-24-021997	1666992	Restricted Stock Unit			F2				F4		F4	Common Stock		22498.0				22498.0				D			
0001127602-24-021997	1666993	Restricted Stock Unit			F2				F5		F5	Common Stock		17838.0				17838.0				D			
0001127602-24-021996	1666941	Performance Share Unit			F1				F2		F2	Common Stock		17860.0				17860.0				D			
0001127602-24-021996	1666942	Performance Share Unit			F1				F3		F3	Common Stock		9910.0				9910.0				D			
0001127602-24-021996	1666945	Restricted Stock Unit			F4				F7		F7	Common Stock		38983.0				38983.0				D			
0001127602-24-021996	1666944	Restricted Stock Unit			F4				F6		F6	Common Stock		43618.0				43618.0				D			
0001127602-24-021996	1666943	Restricted Stock Unit			F4				F5		F5	Common Stock		37518.0				37518.0				D			
0001062993-24-014847	1666766	Stock Options (Right to Buy)		21.84				29-OCT-2016		28-OCT-2025		Common Stock		17040.0				17040.0				D			
0001062993-24-014847	1666767	Stock Options (Right to Buy)		25.3				26-OCT-2017		26-OCT-2026		Common Stock		15940.0				15940.0				D			
0001062993-24-014847	1666768	Stock Options (Right to Buy)		31.26				25-OCT-2018		26-OCT-2027		Common Stock		12500.0				12500.0				D			
0001062993-24-014847	1666769	Stock Options (Right to Buy)		44.96				24-OCT-2019		25-OCT-2028		Common Stock		7592.0				7592.0				D			
0001062993-24-014847	1666774	Stock Options (Right to Buy)		61.51					F2	26-OCT-2033		Common Stock		3937.0				3937.0				D			
0001062993-24-014847	1666771	Stock Options (Right to Buy)		63.92				28-OCT-2021		29-OCT-2030		Common Stock		6028.0				6028.0				D			
0001062993-24-014847	1666772	Stock Options (Right to Buy)		128.81				27-OCT-2022		28-OCT-2031		Common Stock		2532.0				2532.0				D			
0001062993-24-014847	1666773	Stock Options (Right to Buy)		73.94				26-OCT-2023		27-OCT-2032		Common Stock		3460.0				3460.0				D			
0001062993-24-014847	1666770	Stock Options (Right to Buy)		50.41				24-OCT-2020		24-OCT-2029		Common Stock		8044.0				8044.0				D			
0001127602-24-021994	1666908	Restricted Stock Unit			F1				F2		F2	Common Stock		16415.0				16415.0				D			
0001127602-24-021994	1666909	Restricted Stock Unit			F1				F3		F3	Common Stock		17025.0				17025.0				D			
0001127602-24-021993	1666887	Restricted Stock Unit			F2				F4		F4	Common Stock		16070.0				16070.0				D			
0001127602-24-021993	1666886	Restricted Stock Unit			F2				F3		F3	Common Stock		13700.0				13700.0				D			
0001127602-24-021993	1666888	Restricted Stock Unit			F2				F5		F5	Common Stock		14203.0				14203.0				D			
0001127602-24-021992	1666892	Restricted Stock Unit			F1				F2		F2	Common Stock		13201.0				13201.0				D			
0001127602-24-021992	1666894	Restricted Stock Unit			F1				F4		F4	Common Stock		13734.0				13734.0				D			
0001127602-24-021992	1666893	Restricted Stock Unit			F1				F3		F3	Common Stock		14692.0				14692.0				D			
0001127602-24-021991	1666917	Restricted Stock Unit			F2				F3		F3	Common Stock		7552.0				7552.0				D			
0001127602-24-021991	1666918	Restricted Stock Unit			F2				F5		F5	Common Stock		15355.0				15355.0				D			
0001127602-24-021991	1666915	Restricted Stock Unit			F2				F3		F3	Common Stock		6367.0				6367.0				D			
0001127602-24-021991	1666916	Restricted Stock Unit			F2				F4		F4	Common Stock		17447.0				17447.0				D			
0001140361-24-036830	1666882	Stock Option (right to buy)		2.15					F2	15-DEC-2032		Class A Common Stock		186044.0								D			
0001140361-24-036830	1666883	Stock Option (right to buy)		2.15					F2	15-DEC-2032		Class A Common Stock		13956.0								D			
0000935836-24-000511	1666752	Class B Common Stock			F1				F1		F1	Class A Common Stock			F1			844680.0				I		See Footnote	F5
0000935836-24-000511	1666751	Class B Common Stock			F1				F1		F1	Class A Common Stock			F1			7074430.0				I		See Footnote	F4
0001727689-24-000096	1666750	Warrants		0.1				27-SEP-2021		27-SEP-2024		Common Shares		333334.0								D			
0001727689-24-000096	1666749	Warrants		0.07				02-MAR-2023		02-NOV-2024		Common Shares		212006.0				333334.0				D			
0001727689-24-000096	1666748	Warrants		0.06				16-FEB-2024		16-FEB-2025		Common Shares		83333.0				212006.0				D			
0001727689-24-000096	1666747	Warrants		0.06				08-MAR-2024		08-MAR-2029		Common Shares		2380952.0				83333.0				I			
0001727689-24-000096	1666746	20% Convertible Debentures Due 2025		0.06				16-FEB-2024		16-FEB-2025		Common Shares		83333.0				2380952.0				D			
0001727689-24-000096	1666745	Options		0.25	F1			18-JUN-2021		18-JUN-2026		Common Shares		500000.0				500000.0				D			
0001727689-24-000096	1666744	Options		0.11	F1			17-SEP-2021		17-SEP-2026		Common Shares		1500000.0				1500000.0				D			
0001727689-24-000096	1666743	Options		0.07				25-MAY-2022		25-MAY-2027		Common Shares		1470000.0				1470000.0				D			
0001727689-24-000096	1666742	Options		0.07				25-MAY-2022		25-MAY-2027		Common Shares		700000.0				700000.0				D			
0001727689-24-000096	1666741	Options		0.06				21-JUL-2023		21-JUL-2028		Common Shares		1715772.0				1715772.0				D			
0001727689-24-000096	1666740	Options		0.05				01-MAR-2024		01-MAR-2029		Common Shares		1430000.0				1430000.0		5000.0		D		By 1327094 BC Unlimited Liability Company	
0001617242-24-000067	1666739	Stock Options		13.38				07-JAN-2020		07-JAN-2029		Common Stock		50000.0				50000.0				D			
0001617242-24-000067	1666738	Stock Options		15.35				01-DEC-2017		01-DEC-2026		Common Stock		100000.0				100000.0				D			
0000045919-24-000066	1666753	Option to buy Common Shares		5.59				19-JUN-2024		14-AUG-2033		Common Stock		240000.0	F2			240000.0				I		NQ stock options granted and held by Harte Hanks, Inc. until exercised.	
0000045919-24-000065	1666737	Option to buy Common Shares		7.74				29-JAN-2025	F2	29-JAN-2034		Common Stock		64600.0	F3			64600.0				I		NQ stock options granted and held by Harte Hanks, Inc. until exercised.	
0001010412-24-000007	1666730	Option		0.87				12-MAY-2023		13-MAY-2028		Common Stock		25000.0				400000.0	F2			D			
0001010412-24-000007	1666731	Option		0.94				29-NOV-2024		29-NOV-2028		Common Stock		33333.0				433333.0	F2			D			
0001010412-24-000007	1666733	Option		0.94				29-NOV-2026		29-NOV-2028		Common Stock		33334.0				500000.0	F2			D			
0001010412-24-000007	1666732	Option		0.94				29-NOV-2025		29-NOV-2028		Common Stock		33333.0				466666.0	F2			D			
0001010412-24-000007	1666715	Option		0.17				12-AUG-2019		12-AUG-2024		Common Stock		25000.0				25000.0	F2			D			
0001010412-24-000007	1666716	Option		0.17				12-NOV-2019		12-NOV-2024		Common Stock		25000.0				50000.0	F2			D			
0001010412-24-000007	1666717	Option		0.17				12-FEB-2020		12-FEB-2025		Common Stock		25000.0				75000.0	F2			D			
0001010412-24-000007	1666718	Option		0.26				12-MAY-2020		12-MAY-2025		Common Stock		25000.0				100000.0	F2			D			
0001010412-24-000007	1666719	Option		0.13				12-AUG-2020		12-AUG-2025		Common Stock		25000.0				125000.0	F2			D			
0001010412-24-000007	1666720	Option		0.06				12-NOV-2020		12-NOV-2025		Common Stock		25000.0				150000.0	F2			D			
0001010412-24-000007	1666725	Option		1.14				12-FEB-2022		11-FEB-2027		Common Stock		25000.0				275000.0	F2			D			
0001010412-24-000007	1666724	Option		1.93				12-NOV-2021		11-NOV-2026		Common Stock		25000.0				250000.0	F2			D			
0001010412-24-000007	1666723	Option		0.94				12-AUG-2021		11-AUG-2026		Common Stock		25000.0				225000.0	F2			D			
0001010412-24-000007	1666722	Option		0.66				12-MAY-2021		11-MAY-2026		Common Stock		25000.0				200000.0	F2			D			
0001010412-24-000007	1666721	Option		0.44				12-FEB-2021		11-FEB-2026		Common Stock		25000.0				175000.0	F2			D			
0001010412-24-000007	1666736	Option		0.94				29-NOV-2027		29-NOV-2028		Common Stock		216667.0				1150000.0	F2			D			
0001010412-24-000007	1666735	Option		0.94				29-NOV-2026		29-NOV-2028		Common Stock		216667.0				933333.0	F2			D			
0001010412-24-000007	1666729	Option		0.81				13-FEB-2023		13-FEB-2028		Common Stock		25000.0				375000.0	F2			D			
0001010412-24-000007	1666728	Option		1.32				12-NOV-2022		12-NOV-2027		Common Stock		25000.0				350000.0	F2			D			
0001010412-24-000007	1666734	Option		0.94				29-NOV-2025		29-NOV-2028		Common Stock		216666.0				716666.0	F2			D			
0001010412-24-000007	1666726	Option		1.01				12-MAY-2022		12-MAY-2027		Common Stock		25000.0				300000.0	F2			D			
0001010412-24-000007	1666727	Option		1.91				12-AUG-2022		12-AUG-2027		Common Stock		25000.0				325000.0	F2			D			
0001104659-24-087935	1666677	Stock Options		0.63					F6	18-FEB-2025		Class A Common Stock		74097.0				74097.0	F7			I		Held by the Paul Liberman 2015 Revocable Trust	
0001104659-24-087935	1666678	Stock Options		0.63					F6	18-FEB-2025		Class A Common Stock		0.0				0.0	F7			D		Held by the Paul Liberman 2015 Revocable Trust	
0001104659-24-087935	1666679	Stock Options		0.63					F6	27-AUG-2025		Class A Common Stock		191226.0				191226.0	F8			I		Held by the Paul Liberman 2015 Revocable Trust	
0001104659-24-087935	1666680	Stock Options		0.63					F6	27-AUG-2025		Class A Common Stock		0.0				0.0	F8			D		Held by the Paul Liberman 2015 Revocable Trust	
0001104659-24-087935	1666681	Stock Options		0.63					F6	24-MAR-2026		Class A Common Stock		430547.0				430547.0	F9			I		Held by the Paul Liberman 2015 Revocable Trust	
0001104659-24-087935	1666682	Stock Options		0.63					F6	24-MAR-2026		Class A Common Stock		0.0				0.0	F9			D		Held by the Paul Liberman 2020 Irrevocable Trust	
0001104659-24-087935	1666689	Stock Options		4.7					F6	04-JUN-2029		Class A Common Stock		56359.0				56359.0				I			
0001104659-24-087935	1666684	Stock Options		3.29					F6	18-APR-2028		Class A Common Stock		0.0				0.0	F11			D		Held by the Paul Liberman 2020 Irrevocable Trust	
0001104659-24-087935	1666685	Stock Options		4.7					F6	04-JUN-2029		Class A Common Stock		629591.0				629591.0	F12, F11			I			
0001104659-24-087935	1666686	Stock Options		4.7					F6	04-JUN-2029		Class A Common Stock		0.0				0.0	F12, F11			D			
0001104659-24-087935	1666687	Stock Options		0.63					F6	24-MAR-2026		Class A Common Stock		53870.0				53870.0				I			
0001104659-24-087935	1666688	Stock Options		3.29					F6	18-APR-2028		Class A Common Stock		184968.0				184968.0				I			
0001104659-24-087935	1666683	Stock Options		3.29					F6	18-APR-2028		Class A Common Stock		89159.0				89159.0	F10			I		Held by the Paul Liberman 2020 Irrevocable Trust	
0001415889-24-021058	1666647	Stock option (right to buy)		14.02					F4	02-JAN-2033		Common Stock		24000.0								D			
0001415889-24-021058	1666645	Stock option (right to buy)		10.59					F2	13-MAY-2031		Common Stock		4337.0								D			
0001415889-24-021058	1666644	Stock option (right to buy)		4.21					F1	09-MAR-2031		Common Stock		6672.0								D			
0001415889-24-021058	1666646	Stock option (right to buy)		20.24					F3	02-JAN-2032		Common Stock		11989.0								D			
0001415889-24-021058	1666648	Stock option (right to buy)		11.02					F5	01-JAN-2034		Common Stock		26700.0								D			
0001104659-24-087922	1666708	Class B Common Stock			F1				F1		F1	Class A Common Stock		4000000.0				4000000.0				I		See footnote	F17
0001104659-24-087922	1666707	Class B Common Stock			F1				F1		F1	Class A Common Stock		3900000.0				3900000.0				I		See footnote	F16
0001104659-24-087922	1666706	Class B Common Stock			F1				F1		F1	Class A Common Stock		2054420.0				2054420.0				I		See footnote	F15
0001104659-24-087922	1666704	Class B Common Stock			F1				F1		F1	Class A Common Stock		1060000.0				1060000.0				I		See footnote	F13
0001104659-24-087922	1666703	Class B Common Stock			F1				F1		F1	Class A Common Stock		6928408.0				6928408.0				I		See footnote	F12
0001104659-24-087922	1666705	Class B Common Stock			F1				F1		F1	Class A Common Stock		2478738.0				2478738.0				I		See footnote	F14
0001437749-24-025939	1666698	Employee Stock Option (right to buy)		23.96					F3	17-FEB-2032		Common Stock		3852.0								D			
0001437749-24-025939	1666697	Employee Stock Option (right to buy)		28.86					F2	22-FEB-2033		Common Stock		5500.0								D			
0001437749-24-025939	1666699	Employee Stock Option (right to buy)		25.75					F4	21-OCT-2031		Common Stock		3366.0								D			
0000813672-24-000158	1666618	Non-Qualified Stock Option (right to buy)		285.19					F1	06-MAY-2031		Common Stock		14163.0								D			
0001585521-24-000174	1666711	Restricted Stock Units			F9				F11		F11	Class A Common Stock		117130.0				117130.0				D			
0001585521-24-000174	1666710	Restricted Stock Units			F9				F10		F10	Class A Common Stock		148608.0				148608.0				D			
0001585521-24-000174	1666709	Employee Stock Option (right to buy)		3.77					F7	24-SEP-2028		Class B Common Stock	F8	100000.0				100000.0				D			
0001062993-24-014793	1666623	Restricted Stock Units			F2				F6		F6	Common Stock		2154.0								D			
0001062993-24-014793	1666622	Stock Option (Right to Buy)		17.79					F5	30-NOV-2030		Common Stock		994.0								D			
0001062993-24-014793	1666621	Restricted Stock Units			F2				F4		F4	Common Stock		2083.0								D			
0001062993-24-014793	1666620	Stock Option (Right to Buy)		20.67					F3	31-AUG-2030		Common Stock		3414.0								D			
0001062993-24-014793	1666619	Restricted Stock Units			F2				F1		F1	Common Stock		6349.0								D			
0001062993-24-014793	1666624	Restricted Stock Units			F2				F7		F7	Common Stock		1587.0								D			
0001437749-24-025934	1666692	Stock Options		6.58				23-MAY-2025		23-MAY-2034		Common Stock		5000.0	F2			5000.0	F2			D			
0001047340-24-000204	1666642	Dividend Equivalent Units			F1				F1		F1	Ordinary Shares		68.1				68.1				D			
0001047340-24-000204	1666643	Restricted Stock Units			F2				F3		F3	Ordinary Shares		6162.0				6162.0				D			
0000950170-24-094887	1666596	Class B Common Stock		0.0					F1		F1	Class A Common Stock		3100000.0								D			
0000950170-24-094880	1666597	Class B Common Stock			F1				F1		F1	Class A Common Stock		50963.0				50963.0				D			
0000950170-24-094862	1666650	Class B Common Stock			F4				F4		F4	Class A Common Stock		47676.0				47676.0				I		By Spouse	
0001601830-24-000122	1666603	Class B Common Stock		0.0					F3		F3	Class A Common Stock		0.0				67875.0				I		by Gibson Family Trust	F6
0001601830-24-000122	1666602	Class B Common Stock		0.0					F3		F3	Class A Common Stock		0.0				388000.0				I		by LAHWRAN-4 LLC	F5
0001601830-24-000122	1666601	Class B Common Stock		0.0					F3		F3	Class A Common Stock		0.0				486000.0				I		by LAHWRAN-3 LLC	F4
0001601830-24-000122	1666608	Stock Option (Right to Buy)		10.09					F10	09-FEB-2034		Class A Common Stock		0.0				666898.0				D			
0001601830-24-000122	1666607	Stock Option (Right to Buy)		11.4				04-FEB-2022		04-FEB-2032		Class A Common Stock		0.0				5436.0				D			
0001601830-24-000122	1666606	Stock Option (Right to Buy)		11.4					F9	04-FEB-2032		Class A Common Stock		0.0				399002.0				D			
0001601830-24-000122	1666605	Stock Option (Right to Buy)		2.48					F8	30-DEC-2030		Class A Common Stock		0.0				312500.0				D			
0001601830-24-000122	1666604	Stock Option (Right to Buy)		8.55					F7	01-FEB-2033		Class A Common Stock		0.0				813600.0				D			
0001415889-24-021052	1666636	Employee Stock Option (right to buy)		19.49					F1	12-MAR-2030		Class A Common Stock		10987.0								D			
0001415889-24-021052	1666637	Employee Stock Option (right to buy)		35.66					F2	01-MAR-2031		Class A Common Stock		7011.0								D			
0001415889-24-021052	1666638	Restricted Stock Unit			F4				F3		F3	Class A Common Stock		877.0								D			
0001415889-24-021052	1666639	Restricted Stock Unit			F4				F5		F5	Class A Common Stock		5953.0								D			
0001415889-24-021052	1666640	Restricted Stock Unit			F4				F6		F6	Class A Common Stock		18474.0								D			
0001415889-24-021052	1666635	Employee Stock Option (right to buy)		27.73					F1	13-MAR-2029		Class A Common Stock		6311.0								D			
0001415889-24-021052	1666634	Employee Stock Option (right to buy)		21.37					F1	05-JAN-2028		Class A Common Stock		6250.0								D			
0001415889-24-021052	1666641	Restricted Stock Unit			F4				F7		F7	Class A Common Stock		16271.0								D			
0001578563-24-000360	1666594	Restricted Stock Units			F2				F5		F5	Voting Common Stock		3772.0								D			
0001578563-24-000360	1666595	Restricted Stock Units			F2				F6		F6	Voting Common Stock		4729.0								D			
0001578563-24-000360	1666593	Restricted Stock Units			F2				F4		F4	Voting Common Stock		706.0								D			
0001578563-24-000360	1666592	Restricted Stock Units			F2				F3		F3	Voting Common Stock		290.0								D			
0001578563-24-000360	1666591	Restricted Stock Units			F2				F1		F1	Voting Common Stock		390.0								D			
0000950170-24-094842	1666612	Class A Units			F14				F14		F14	Class A Common Stock		10000000.0				10000000.0				I			
0000950170-24-094842	1666609	Class A Units			F11				F11		F11	Class A Common Stock		51802896.0				51802896.0				D		Ernest Irrevocable 2004 Trust III	
0000950170-24-094842	1666610	Class A Units			F12				F12		F12	Class A Common Stock		14792526.0				14792526.0				I		Ernest C. Garcia III Multi-Generational Trust III	
0000950170-24-094842	1666611	Class A Units			F13				F13		F13	Class A Common Stock		14940000.0				14940000.0				I		ECG II SPE, LLC	
0001639691-24-000114	1666666	Performance Stock Units		0.0					F16		F16	Ordinary Shares		1117.0								D			
0001639691-24-000114	1666665	Performance Stock Units		0.0					F15		F15	Ordinary Shares		1117.0								D			
0001639691-24-000114	1666664	Restricted Stock Units			F14				F14		F14	Ordinary Shares		201.0								D			
0001639691-24-000114	1666667	Performance Stock Units		0.0					F17		F17	Ordinary Shares		2234.0								D			
0001639691-24-000114	1666653	Stock Appreciation Rights		82.04					F3	30-MAR-2032		Ordinary Shares		1658.0								D			
0001639691-24-000114	1666663	Restricted Stock Units			F13				F13		F13	Ordinary Shares		343.0								D			
0001639691-24-000114	1666662	Restricted Stock Units			F12				F12		F12	Ordinary Shares		975.0								D			
0001639691-24-000114	1666661	Restricted Stock Units			F11				F11		F11	Ordinary Shares		1934.0								D			
0001639691-24-000114	1666660	Restricted Stock Units			F10				F10		F10	Ordinary Shares		2234.0								D			
0001639691-24-000114	1666659	Stock Appreciation Rights		57.6					F9	11-MAR-2026		Ordinary Shares		2140.0								D			
0001639691-24-000114	1666658	Stock Appreciation Rights		56.17					F8	05-MAY-2027		Ordinary Shares		2910.0								D			
0001639691-24-000114	1666657	Stock Appreciation Rights		88.38					F7	15-MAR-2028		Ordinary Shares		2036.0								D			
0001639691-24-000114	1666651	Stock Appreciation Rights		55.94					F1	30-MAR-2034		Ordinary Shares		4706.0								D			
0001639691-24-000114	1666652	Stock Appreciation Rights		42.71					F2	30-MAR-2033		Ordinary Shares		2841.0								D			
0001639691-24-000114	1666654	Stock Appreciation Rights		73.25					F4	30-MAR-2031		Ordinary Shares		2021.0								D			
0001639691-24-000114	1666655	Stock Appreciation Rights		43.57					F5	30-MAR-2030		Ordinary Shares		3357.0								D			
0001639691-24-000114	1666656	Stock Appreciation Rights		97.25					F6	30-MAR-2029		Ordinary Shares		1674.0								D			
0001120437-24-000108	1666599	Series A Common Shares			F3				F3		F3	Common Shares		12734.0				12734.0				I		By Trust	
0001120437-24-000108	1666598	Series A Common Shares			F3				F3		F3	Common Shares		11424.0				11424.0				I		By Trust	
0000950170-24-094825	1666702	Restricted Stock Units	F1	0.0				15-FEB-2025	F4	15-FEB-2027		Common Stock		72639.0								D			
0000950170-24-094825	1666701	Restricted Stock Units	F1	0.0				15-FEB-2024	F3	15-FEB-2026		Common Stock		62674.0								D			
0000950170-24-094825	1666700	Restricted Stock Units	F1	0.0				15-FEB-2023	F2	15-FEB-2025		Common Stock		81574.0								D			
0000902664-24-005047	1666691	Option (right to buy)			F8, F7				F8, F7		F8, F7	Notes		4807692.0								I		See footnotes	F6, F5, F2, F4
0000902664-24-005047	1666690	"Senior Secured Convertible Notes (""Notes"")"			F7				F7		F7	Class A Common Stock		7211538.0								I		See footnotes	F6, F5, F2, F4
0001445305-24-000111	1666696	Employee Stock Option to Purchase Class A Common Stock	F2	18.6				03-JUL-2018	F3	02-JUL-2027		Class A Common Stock		25000.0				25000.0				D			
0001415889-24-021043	1666674	2023 RSU Grant (4-Year)		0.0					F6		F6	Common Stock		5000.0								D			
0001415889-24-021043	1666675	2024 LTIP - Common Stock	F1	0.0					F7		F7	Common Stock		747.0								D			
0001415889-24-021043	1666676	2024 LTIP - Performance Share Units		0.0					F8		F8	Common Stock		747.0								D			
0001415889-24-021043	1666670	2022 LTIP - Common Stock	F1	0.0					F2		F2	Common Stock		1880.0								D			
0001415889-24-021043	1666671	2023 LTIP - Common Stock	F1	0.0					F3		F3	Common Stock		1262.0								D			
0001415889-24-021043	1666672	2023 LTIP - Performance Share Units		0.0					F4		F4	Common Stock		1262.0								D			
0001415889-24-021043	1666673	2023 RSU Grant (3-Year)	F1	0.0					F5		F5	Common Stock		5000.0								D			
0001415889-24-021042	1666714	2024 LTIP - Common Stock	F1	0.0					F2		F2	Common Stock		1495.0								D			
0001415889-24-021042	1666713	2024 LTIP - Performance Share Units		0.0					F3		F3	Common Stock		997.0								D			
0001415889-24-021042	1666712	2024 LTIP - Common Stock	F1	0.0					F2		F2	Common Stock		997.0								D			
0000950103-24-012023	1666668	Restricted Stock Units	F2	0.0					F3		F3	Common Stock		8732.0	F1			8732.0	F1			D			
0000950103-24-012023	1666669	Phantom Stock Units		0.0					F4		F4	Common Stock		1439.52				1439.52				D			
0001476204-24-000103	1666627	OP Units			F1				F1		F1	Common Stock		1134215.3				1134215.3	F3			I		By Spouse's Family Trust	
0001476204-24-000103	1666633	OP Units			F1				F1		F1	Common Stock		60583.38				60583.38	F3			I			
0001476204-24-000103	1666632	OP Units			F1				F1		F1	Common Stock		211265.71				211265.71	F3			I		By Father's Trust	
0001476204-24-000103	1666631	OP Units			F1				F1		F1	Common Stock		276927.45				276927.45	F3			I		By Spouse's Trust	
0001476204-24-000103	1666630	OP Units			F1				F1		F1	Common Stock		330666.88				330666.88	F3			I		By Old 97, Inc	
0001476204-24-000103	1666629	OP Units			F1				F1		F1	Common Stock		431233.18				431233.18	F3			I		By Edison Ventures Trust	
0001476204-24-000103	1666628	OP Units			F1				F1		F1	Common Stock		479093.39				479093.39	F3			I		By Edison Family Trust	
